Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC109626883,574.3665001,2.485613124,1.608038241,1.545742545,0.122166758,0.999392676
pdpk1,1180.602922,-0.098014534,0.225482401,-0.434688176,0.663788782,0.999392676
tsr3,609.5440392,-0.328057795,0.334578758,-0.98050993,0.32683447,0.999392676
gnptg,183.9428829,0.475064774,0.34477039,1.377916396,0.168229102,0.999392676
cunh7orf50,122.1802848,-0.16756266,0.349044835,-0.480060563,0.631184329,0.999392676
cunh16orf91,51.65294699,-0.410672318,0.650735416,-0.631089547,0.527981976,0.999392676
LOC109626966,767.837941,0.677867352,0.441354376,1.535879985,0.124567818,0.999392676
cunh8orf33,82.09445728,-0.241717308,0.455549834,-0.530605634,0.595692091,0.999392676
anks3,83.9864132,-0.515189743,0.518136758,-0.994312283,0.320070858,0.999392676
wdr24,196.2889332,-0.115458686,0.365808901,-0.315625688,0.752286638,0.999392676
LOC109627089,44.88389654,-0.025345027,0.55904622,-0.045336193,0.96383934,0.999392676
LOC109627154,764.179512,-0.038000319,0.499304162,-0.076106553,0.939334327,0.999392676
LOC109627057,590.9406709,0.079661239,0.24363441,0.326970393,0.743690278,0.999392676
wdr90,20.88107585,0.351760283,0.985491223,0.356939032,0.721137449,0.999392676
nlrc3,40.24062282,0.254745344,0.73743449,0.3454481,0.729757521,0.999392676
LOC109627103,147.7449359,-0.278212635,0.921356244,-0.301959896,0.762682635,0.999392676
rdh13,140.8537884,-0.078053344,0.345519801,-0.225901219,0.82127825,0.999392676
decr2,614.23797,-0.324543377,0.424684924,-0.764198016,0.444749249,0.999392676
telo2,135.3304514,-0.933695249,0.593469196,-1.573283424,0.115653206,0.999392676
ift140,45.66846869,0.705366009,0.540647477,1.304669011,0.192005578,0.999392676
tmem204,347.0915522,-0.117884172,0.28277284,-0.416886475,0.676761446,0.999392676
metrn,37.14464708,0.706977489,0.671987862,1.052068837,0.292767968,0.999392676
LOC109626710,139.3951636,-0.170857489,0.379124691,-0.450663048,0.652232419,0.999392676
LOC109626651,41.75421309,-0.405501734,0.572944769,-0.707750129,0.479100441,0.999392676
LOC109626918,1464.974374,-0.06708248,0.291458018,-0.230161724,0.817966103,0.999392676
LOC109627085,738.4726919,0.025446698,0.320862325,0.079307217,0.936788266,0.999392676
eme2,14.73176686,-1.335491225,1.414658397,-0.944037958,0.345150251,0.999392676
LOC109626942,38.75550173,0.555757767,0.564092045,0.985225323,0.324513404,0.999392676
nubp2,277.3577326,0.036813809,0.458653121,0.080265035,0.936026467,0.999392676
LOC109626944,2785.362079,0.02155362,0.489604325,0.044022528,0.964886446,0.999392676
tbc1d24,87.44671212,-0.340960604,0.425708685,-0.800924707,0.423175236,0.999392676
LOC109627020,549.8107563,0.008446593,0.270599808,0.031214335,0.975098608,0.999392676
cog7,697.9761031,-0.186567294,0.36464376,-0.511642635,0.608901141,0.999392676
LOC109626641,5.306553215,2.455659402,2.489708861,0.986323919,0.323974186,0.999392676
rexo4,272.7430328,-0.652121786,0.473695978,-1.376667348,0.168615118,0.999392676
LOC109626912,68.12867234,0.084223163,0.812140214,0.1037052,0.9174033,0.999392676
pigp,71.86735694,-0.617529574,0.571223221,-1.081065249,0.27966809,0.999392676
LOC109626920,804.7422196,-0.016141404,0.296244573,-0.05448675,0.956547365,0.999392676
LOC109627162,16.02176231,-0.570134539,0.905447281,-0.629671712,0.528909394,0.999392676
LOC109627144,60.90683993,-1.34623209,0.979526532,-1.374370215,0.169326778,0.999392676
LOC109627146,7.114331348,-1.969119072,2.992898578,-0.657930438,0.510582831,0.999392676
LOC109627087,1435.539353,0.116847848,0.35910593,0.32538546,0.744889358,0.999392676
LOC109627135,70.04746564,-0.394070874,0.639047427,-0.616653565,0.537463255,0.999392676
LOC109627034,661.7786421,-0.026936689,0.254391646,-0.105886688,0.915672256,0.999392676
LOC109626645,11.42691035,0.417053696,1.060529176,0.393250564,0.694134427,0.999392676
LOC109626720,6.22051511,1.916016133,1.797143279,1.066145452,0.286357896,0.999392676
LOC109627017,220.6261778,0.474770433,0.372374416,1.274981344,0.202315845,0.999392676
LOC109626909,62145.9551,-0.168493786,0.306230301,-0.550219181,0.582169049,0.999392676
LOC109626924,635.916524,0.276618637,0.314097041,0.880678901,0.37849164,0.999392676
LOC109627072,199.2257264,-0.247367172,0.379970394,-0.651016964,0.515035536,0.999392676
LOC109626938,9.313615815,-0.534163061,1.700306824,-0.314156865,0.753401902,0.999392676
LOC109627041,6.812573963,1.491301997,1.769011541,0.843014283,0.399220456,0.999392676
chac2,39.89646319,0.054389125,1.070328641,0.05081535,0.959472659,0.999392676
LOC109626953,6.930287761,0.62318786,1.277657965,0.487757974,0.625721283,0.999392676
entpd1,473.1905238,0.34113467,0.346148643,0.985514969,0.324371182,0.999392676
LOC109627090,190.2069902,-0.36455973,0.641451724,-0.568335412,0.569807238,0.999392676
LOC109627143,22.61967174,0.522346984,0.739590338,0.70626529,0.480023174,0.999392676
dock1,500.8189791,0.083760464,0.27291946,0.306905429,0.758915356,0.999392676
bccip,1035.153767,0.127489393,0.274970947,0.463646774,0.642900837,0.999392676
uros,118.6568478,-0.292282322,0.437114225,-0.668663486,0.503710165,0.999392676
LOC109626589,161.5735647,-0.2329947,0.360355394,-0.646569204,0.517910795,0.999392676
zranb1,947.2579134,-0.388987614,0.279363714,-1.392405649,0.163799595,0.999392676
hpdl,57.47431687,-0.115978701,0.503454216,-0.230365935,0.817807429,0.999392676
chst15,8.453695965,-1.024309685,1.624569553,-0.630511438,0.528360022,0.999392676
lhpp,483.8657438,-0.299255984,0.36641089,-0.816722405,0.414087084,0.999392676
oat,3681.580756,0.048959098,0.278919935,0.175531011,0.860662406,0.999392676
bub3,187.4732275,-0.393937509,0.338544289,-1.163621782,0.24457732,0.999392676
acadsb,326.4895136,-0.174686974,0.27495618,-0.635326596,0.525215431,0.999392676
LOC109627124,42.55024482,0.532355861,0.594444363,0.895552038,0.370492061,0.999392676
pstk,252.5677843,0.342392482,0.317677816,1.077797895,0.281123959,0.999392676
LOC109627180,236.7705289,0.010489992,0.436423576,0.024036263,0.980823683,0.999392676
LOC109626765,591.5962181,0.100489429,0.418730631,0.239985857,0.810341221,0.999392676
chst3,47.69052525,0.650383388,0.683255155,0.95188947,0.34115304,0.999392676
fbxl15,82.08508217,-0.729595628,0.573700217,-1.271736711,0.203466682,0.999392676
ndufb8,738.7521679,0.255547679,0.279483737,0.914356167,0.360529726,0.999392676
LOC109626989,461.8455504,-0.062899838,0.260151837,-0.241781256,0.808949664,0.999392676
dnajb12,12.93816398,1.512371191,0.988201475,1.530427984,0.125910827,0.999392676
LOC109626584,2429.000394,0.012952374,0.390276545,0.033187682,0.973524921,0.999392676
anapc16,481.3400572,0.212783904,0.305946625,0.695493547,0.486746054,0.999392676
ascc1,260.3047418,0.414937839,0.343362411,1.208454468,0.226872499,0.999392676
pald1,27.49433636,-0.682490839,0.735606566,-0.927793293,0.353514804,0.999392676
LOC109626615,100.2861735,0.017453137,0.461996456,0.037777642,0.969864971,0.999392676
adamts14,22.69665157,-0.23687432,0.774110338,-0.305995552,0.759608032,0.999392676
polr3a,242.6735954,-0.406429309,0.445030846,-0.913260984,0.361105297,0.999392676
LOC109627012,162.1027584,-0.285993071,0.357554034,-0.799859725,0.423792075,0.999392676
LOC109627093,309.5761107,0.076382923,0.412151758,0.18532718,0.85297242,0.999392676
LOC109627092,23.82246653,-0.38182184,1.002544491,-0.380852764,0.703312505,0.999392676
LOC109626993,5684.159969,-0.113547482,0.200991271,-0.564937379,0.572116358,0.999392676
LOC109626926,535.4023561,0.235718557,0.245223053,0.961241423,0.336430793,0.999392676
LOC109626875,13.97143544,-0.027848414,1.525131159,-0.018259685,0.985431689,0.999392676
LOC109626870,28.88584312,0.860309377,0.706071151,1.218445728,0.223054637,0.999392676
LOC109626874,1516.075698,-0.22830782,0.44168519,-0.516901688,0.605224789,0.999392676
LOC109626872,646.9960055,0.049789259,0.484759936,0.102709104,0.918193848,0.999392676
LOC109626871,724.3728053,0.553632523,0.632783287,0.874916474,0.381619355,0.999392676
LOC109626722,131.7162863,-0.446485965,0.487505209,-0.91585886,0.359740927,0.999392676
kat6b,533.1569783,0.077792382,0.290450302,0.267833712,0.78882732,0.999392676
LOC109626880,77.29130058,0.179445878,0.459586648,0.390450591,0.696203384,0.999392676
vcl,458.0354461,0.156939516,0.294220225,0.533408321,0.593750959,0.999392676
dcakd,477.1790599,-0.029674977,0.251514521,-0.117985143,0.90607943,0.999392676
LOC109626723,14.15502745,0.338742618,0.900188836,0.376301732,0.706692592,0.999392676
LOC109626962,43.67837853,0.770735609,0.662255633,1.16380378,0.24450354,0.999392676
coasy,454.2444317,0.55719011,0.340931947,1.634314749,0.102192778,0.999392676
vti1a,104.2902773,0.313170607,0.376158592,0.832549392,0.405098911,0.999392676
zdhhc6,250.383548,-0.087057714,0.359076706,-0.242448793,0.808432431,0.999392676
tcf7l2,349.9423473,0.31025972,0.43798151,0.70838543,0.478705938,0.999392676
LOC109626602,7.677759546,0.830603259,1.236426879,0.671777097,0.501725612,0.999392676
med1,371.8533613,-0.11006541,0.253736917,-0.433777675,0.664449895,0.999392676
LOC109626757,4740.115808,0.030445174,0.295137411,0.103155928,0.917839218,0.999392676
ghdc,257.38075,0.195461244,0.366442547,0.533402153,0.593755227,0.999392676
LOC109627133,664.1064397,-0.010755853,0.325120827,-0.033082634,0.973608692,0.999392676
LOC109626946,2323.721893,0.815074801,0.549963053,1.482053742,0.138325996,0.999392676
LOC109626857,213.5345535,0.10769995,0.468815644,0.229727723,0.818303351,0.999392676
LOC109626859,137.8684186,-0.166739777,0.382030792,-0.436456382,0.662505639,0.999392676
LOC109626725,168.8242183,0.29375252,0.333691495,0.880311677,0.378690488,0.999392676
LOC109626861,26.29332984,-0.448429926,0.710986855,-0.630714792,0.528227026,0.999392676
LOC109626860,132.5440194,-0.044794437,0.59931839,-0.074742303,0.940419749,0.999392676
LOC109626858,25.20808515,-0.408642343,0.855802556,-0.477496053,0.633008931,0.999392676
LOC109627102,31.48840021,1.033888933,0.678523286,1.5237339,0.127575197,0.999392676
vat1,107.9259062,-0.046262269,0.528000818,-0.087617797,0.930180456,0.999392676
brca1,54.93406443,-0.421036443,0.564814295,-0.745442257,0.456004406,0.999392676
LOC109626939,559.8124586,-0.321638002,0.302090492,-1.064707464,0.287008331,0.999392676
becn1,551.2120785,-0.318311632,0.37442836,-0.850126931,0.39525452,0.999392676
itgb3,5.607213083,1.090729993,1.787440436,0.610218931,0.541716791,0.999392676
cpn1,2184.380319,0.185883643,0.390299949,0.476258436,0.633890273,0.999392676
LOC109626941,668.8954094,-0.134101306,0.24165226,-0.554935036,0.578939096,0.999392676
habp2,737.1046714,0.189958669,0.329191955,0.577045295,0.563908858,0.999392676
dclre1a,108.6733528,-0.163676781,0.388584841,-0.421212471,0.673599939,0.999392676
nhlrc2,301.935175,-0.519490079,0.325063937,-1.598116615,0.110017027,0.999392676
adrb1,8.824892072,0.471776756,1.256178278,0.375565128,0.707240219,0.999392676
ccdc186,199.6691696,0.124068115,0.358604321,0.345974958,0.729361535,0.999392676
afap1l2,284.0106347,-0.113950314,0.386440847,-0.294871298,0.768092198,0.999392676
LOC109626729,732.7590665,-0.163270314,0.342620015,-0.476534665,0.633693517,0.999392676
LOC109627159,14.01277721,0.672214038,1.045970751,0.642670014,0.520438242,0.999392676
LOC109626626,14.63032815,-0.314910407,0.876742592,-0.359182285,0.719458728,0.999392676
rbp4,139854.1704,-0.019056411,0.294221063,-0.064769025,0.948357904,0.999392676
LOC109626649,171.5177844,-0.387314417,0.500477596,-0.773889621,0.438996068,0.999392676
LOC109627006,59.83107385,1.084233788,0.885610368,1.224278562,0.220847161,0.999392676
slc35g1,740.9040416,0.162956149,0.371535104,0.438602293,0.660949735,0.999392676
plce1,705.0900384,0.354940736,0.342229336,1.037142926,0.299669252,0.999392676
LOC109626732,463.799504,-0.025103621,0.242581972,-0.103485107,0.917577969,0.999392676
psmc5,1161.255297,-0.246291697,0.287974315,-0.855255777,0.392409564,0.999392676
pmm2,423.9566605,0.679805244,0.665187759,1.021974976,0.306792744,0.999392676
LOC109627732,218.1043569,-0.071392994,0.422939602,-0.168801866,0.86595249,0.999392676
LOC109627302,693.0833375,0.350149357,0.402660036,0.869590537,0.384524211,0.999392676
LOC109627685,340.5939154,0.035945877,0.486893255,0.073827018,0.941148029,0.999392676
LOC109627303,1337.972572,-0.190533649,0.205733262,-0.926119807,0.354383721,0.999392676
LOC109627507,66.39223065,0.084886368,0.519199026,0.163494852,0.870128826,0.999392676
LOC109627304,37.13598168,-0.604595009,0.744613866,-0.811957762,0.416815868,0.999392676
LOC109627283,367.3235289,0.054063403,0.408243643,0.132429258,0.894644774,0.999392676
chchd10,332.9512861,0.44604611,0.47634066,0.936401502,0.349066505,0.999392676
LOC109627212,196.4390093,-0.301756811,0.419325783,-0.719623794,0.471756658,0.999392676
hand2,31.56041694,-0.290142144,0.8917012,-0.325380457,0.744893145,0.999392676
fbxo8,512.0285882,-0.228581942,0.27921652,-0.818654795,0.412983395,0.999392676
cep44,6.153701064,-1.388706694,2.445925088,-0.567763379,0.570195649,0.999392676
dctd,68.11740103,-0.709097583,0.487450508,-1.454706827,0.145750442,0.999392676
LOC109627306,49.87233792,0.993406864,0.769443215,1.291072357,0.196678589,0.999392676
vegfc,301.527579,0.42208679,0.313634326,1.345792712,0.178369377,0.999392676
naf1,82.72013512,-0.840714714,0.710351612,-1.183519118,0.236603474,0.999392676
LOC109627363,402.8064093,0.212546671,0.289488388,0.734214842,0.462817809,0.999392676
LOC109627377,42.86169711,-0.755282101,0.53088876,-1.422674877,0.154830427,0.999392676
pold4,146.1385007,-0.330025752,0.371596301,-0.88812981,0.374470929,0.999392676
LOC109627366,1420.972376,-0.156798059,0.275882053,-0.568351789,0.56979612,0.999392676
LOC109627372,3070.791751,-0.067058445,0.392853524,-0.170695796,0.864462968,0.999392676
LOC109627367,260.962535,-0.166463025,0.323820132,-0.514060147,0.60720994,0.999392676
LOC109627381,418.3129745,0.244797961,0.437945874,0.55896853,0.576183198,0.999392676
tmem187,465.0359619,0.35595275,0.37482614,0.949647614,0.342291336,0.999392676
galnt7,305.333246,0.210998952,0.287282225,0.734465738,0.462664934,0.999392676
LOC109627380,99.00468491,0.069014032,0.749479645,0.092082596,0.926632416,0.999392676
spcs3,1327.357953,0.222958341,0.300460051,0.742056525,0.458053089,0.999392676
LOC109627364,510.5228027,-0.555491093,0.405867619,-1.368650927,0.171108417,0.999392676
LOC109627374,62.35345684,-0.690818027,0.657606633,-1.050503435,0.293486712,0.999392676
LOC109627386,272.479263,0.236848232,0.409900943,0.577818216,0.563386856,0.999392676
LOC109627385,2087.13676,0.031179053,0.371875722,0.083842669,0.933181522,0.999392676
vps37c,471.343562,-0.378862048,0.360211343,-1.051777116,0.292901821,0.999392676
LOC109627373,587.3231556,-0.217647279,0.293907348,-0.740530242,0.458978318,0.999392676
LOC109627309,166.1152025,0.309624603,0.404037605,0.766326202,0.443482231,0.999392676
LOC109627205,49.82498972,-0.211126681,0.762259561,-0.276974788,0.781799465,0.999392676
stn1,21.45295612,0.522148411,0.747109108,0.698891775,0.484619668,0.999392676
LOC109627643,922.0964294,0.276681004,0.293887832,0.941451036,0.34647377,0.999392676
LOC109627579,359.2528371,-0.14569903,0.263270289,-0.553419948,0.579975883,0.999392676
LOC109627241,33.77128895,-0.280007218,0.636776585,-0.439725995,0.660135573,0.999392676
LOC109627572,548.8552406,-0.030522533,0.303282283,-0.100640673,0.919835708,0.999392676
LOC109627311,275.207961,0.239135808,0.413462464,0.578373682,0.563011858,0.999392676
ppp1r12c,282.963966,-0.289081502,0.357029001,-0.809686332,0.418120476,0.999392676
LOC109627556,306.0245749,-0.559899425,0.753155296,-0.743405016,0.457236509,0.999392676
LOC109627728,117.6635658,-0.427126755,0.517115527,-0.825979365,0.408815797,0.999392676
LOC109627268,1339.359408,0.127141053,0.385042174,0.33020033,0.741248597,0.999392676
LOC109627226,80.19261067,-0.029333664,0.452866813,-0.06477327,0.948354524,0.999392676
LOC109627749,95.10331807,-0.029657611,0.437560775,-0.067779411,0.945961234,0.999392676
scrn2,645.7927018,-0.315541735,0.358501419,-0.88016872,0.378767916,0.999392676
cwc25,195.2480561,0.025863109,0.406655392,0.063599572,0.949289072,0.999392676
psmb3,941.7314136,0.078736939,0.306157316,0.257178044,0.797041333,0.999392676
pip4k2b,781.7116676,-0.213334259,0.308726178,-0.691014477,0.489556443,0.999392676
pcgf2,58.21635738,-1.262988161,0.775495881,-1.628620076,0.103393472,0.999392676
cisd3,65.35526598,-0.603441902,0.509261008,-1.184936393,0.236042597,0.999392676
mllt6,359.7679857,0.058065504,0.27244449,0.213127832,0.831227256,0.999392676
LOC109627224,6.458272904,-0.415254428,1.791141505,-0.231837868,0.816663944,0.999392676
igfbp4,152.3946831,-0.71889826,0.527399668,-1.363099568,0.172851133,0.999392676
ccr7,11.91963752,-0.068075641,1.230135371,-0.055339959,0.955867628,0.999392676
LOC109627300,98.48746312,-0.708613874,0.634382494,-1.117013602,0.26398851,0.999392676
krt222,132.9279984,-0.295805938,0.649209588,-0.455640126,0.648648784,0.999392676
LOC109627590,1951.61121,-0.104448719,0.386172303,-0.270471802,0.786797308,0.999392676
LOC109627665,28.46054373,-0.352666401,1.536419262,-0.229537868,0.818450892,0.999392676
LOC109627603,97.88350598,-0.635841117,0.458345565,-1.387252686,0.165364725,0.999392676
LOC109627604,20.76069109,0.223485189,0.773910275,0.28877403,0.772754307,0.999392676
anapc11,45.28757628,0.553682062,0.584063799,0.94798216,0.343138536,0.999392676
p4hb,40144.67536,0.034570706,0.301738183,0.114571865,0.908784481,0.999392676
LOC109627237,183.8187798,-0.17441436,0.544206354,-0.32049306,0.74859459,0.999392676
rptor,490.0384033,0.259728229,0.268360352,0.967833839,0.333127361,0.999392676
endov,52.95609785,0.621766763,0.529433019,1.17440118,0.240234373,0.999392676
LOC109627513,55.95333222,-0.336338085,0.572117489,-0.587882893,0.5566109,0.999392676
trim25,446.9377006,-0.316885557,0.388925006,-0.814772904,0.415202314,0.999392676
LOC109627517,633.7247206,0.033394924,0.283323441,0.117868552,0.906171812,0.999392676
dgke,181.0594043,-0.349575275,0.396867729,-0.880835728,0.378406739,0.999392676
cunh17orf67,23.80065352,-0.351948211,0.904051859,-0.38930091,0.697053563,0.999392676
cbx8,230.557587,0.580476081,0.560342257,1.035931297,0.300234195,0.999392676
cbx4,263.7876456,0.92628817,0.668191621,1.386261277,0.165667136,0.999392676
