Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC109638585,9511.45277,0.303682627,0.261110599,1.163042127,0.244812411,0.999392676
LOC109638616,2175.454055,0.267314466,0.283868848,0.941682991,0.346354966,0.999392676
brk1,630.2589355,-0.399819438,0.34337366,-1.164385868,0.244267672,0.999392676
LOC109638510,365.3911004,-0.548187841,0.469182679,-1.168388913,0.242649925,0.999392676
LOC109638625,50.00639258,0.146638747,0.58143585,0.252201076,0.800885647,0.999392676
cunh1orf159,130.0832263,-0.364794748,0.879443173,-0.414801956,0.678286887,0.999392676
LOC109638582,1466.230105,-0.493058655,0.464072453,-1.062460509,0.288026677,0.999392676
LOC109638646,4443.091346,0.091088893,0.239011955,0.38110601,0.703124588,0.999392676
ppil1,232.5399347,1.178188952,0.781531243,1.507539158,0.131672515,0.999392676
LOC109638577,411.4540704,-0.255537236,0.518890588,-0.492468436,0.62238823,0.999392676
LOC109638560,379.88038,-0.280637623,0.336539433,-0.833892245,0.404341707,0.999392676
sfi1,244.5770435,0.012368004,0.304417297,0.040628453,0.967592101,0.999392676
eif4enif1,307.4725928,-0.262099369,0.345913802,-0.757701392,0.448629766,0.999392676
patz1,354.779914,0.434015425,0.275880525,1.573200662,0.115672362,0.999392676
hdhd3,135.5636239,-0.143246505,0.34533672,-0.414802414,0.678286552,0.999392676
trub2,46.3452549,-0.618912217,0.597070391,-1.036581659,0.299930865,0.999392676
LOC109638443,33.45307158,0.322985863,0.787803255,0.4099829,0.681818491,0.999392676
LOC109638575,471.5011812,0.117523392,0.347065281,0.338620423,0.734895695,0.999392676
LOC109638519,17.78768131,0.507902475,0.807706819,0.628820337,0.529466684,0.999392676
pbrm1,182.766871,-0.331699181,0.427902934,-0.775173887,0.438236916,0.999392676
stau1,576.8217466,-0.173840047,0.42012648,-0.413780266,0.679035038,0.999392676
LOC109638595,77.35902611,-0.459411044,0.563229263,-0.815673251,0.414687042,0.999392676
LOC109638593,64.8349148,-0.345519346,0.469296361,-0.736249787,0.461578698,0.999392676
rrp9,290.2570983,-0.131813152,0.338236139,-0.389707476,0.696752868,0.999392676
LOC109638454,102.9685088,0.667575672,0.690225082,0.967185472,0.333451324,0.999392676
acy1,3068.030613,-0.210186167,0.28043229,-0.749507721,0.453551247,0.999392676
abhd14a,267.6776679,0.083427222,0.345206119,0.241673649,0.80903305,0.999392676
LOC109638635,336.2128131,0.022979218,0.457840198,0.050190476,0.959970601,0.999392676
LOC109638446,352.2452218,0.448524087,0.443027103,1.012407782,0.311343119,0.999392676
LOC109638487,27.1978149,0.172751979,0.924833055,0.186792609,0.851823242,0.999392676
rad54l2,113.1592366,-0.542276588,0.475317415,-1.140872543,0.253922967,0.999392676
bap1,200.8632443,-0.519174044,0.532050413,-0.975798593,0.329164282,0.999392676
erc2,12.87181277,-0.508791218,1.605935941,-0.316819124,0.751380852,0.999392676
LOC109638503,172.0730714,0.165810589,0.421240124,0.393624871,0.693858016,0.999392676
LOC109638502,1509.61873,0.660327876,0.529867952,1.246212144,0.212686522,0.999392676
LOC109638499,281894.7589,0.019247401,0.309227954,0.062243405,0.950368997,0.999392676
LOC109638495,9.465353916,-0.928083952,1.582904254,-0.586317176,0.557662391,0.999392676
LOC109638568,152.9166856,0.475433978,0.500014032,0.950841272,0.341684958,0.999392676
LOC109638586,12.77316062,-0.585244012,1.549781049,-0.377630125,0.705705382,0.999392676
LOC109638524,14.14550421,0.272828766,2.860797455,0.095368082,0.924022467,0.999392676
LOC109638633,73.36958906,0.821258177,0.804023503,1.021435535,0.307048137,0.999392676
LOC109638555,65.97686762,-1.013941871,0.641982586,-1.579391549,0.114246274,0.999392676
LOC109638553,320.2408759,-0.225311703,0.37853973,-0.595212827,0.551701217,0.999392676
LOC109638554,423.4500729,-0.216238521,0.31943807,-0.676934094,0.498447771,0.999392676
LOC109638538,32.61883085,-0.896034128,0.830551983,-1.078841717,0.280658294,0.999392676
LOC109638588,1203.496299,-0.261293203,0.305023293,-0.856633604,0.391647408,0.999392676
tmem43,393.8425527,-0.037689212,0.247766261,-0.152115999,0.879095446,0.999392676
ndufaf3,27.89698076,0.133420679,0.678799255,0.196553956,0.844176605,0.999392676
nckipsd,150.6660902,-0.032664443,0.366654108,-0.089087895,0.929012058,0.999392676
LOC109638489,331.2147623,-0.390585806,0.445168196,-0.877389287,0.38027523,0.999392676
LOC109638551,1007.724439,-0.047599476,0.222061401,-0.214352769,0.830271971,0.999392676
fblim1,245.2305889,0.48346189,0.489699803,0.987261762,0.323514331,0.999392676
slc25a34,1208.046028,-0.278912256,0.265843801,-1.049158397,0.294105223,0.999392676
fbxo42,598.8119092,0.022667143,0.282996911,0.080096787,0.936160278,0.999392676
LOC109638566,382.536683,-0.220118418,0.267179886,-0.823858491,0.410019968,0.999392676
LOC109638623,718.3317672,-0.054074798,0.267278228,-0.202316508,0.839669295,0.999392676
cant1,232.3611195,-0.225499616,0.336619251,-0.669895188,0.502924608,0.999392676
lgals3bp,555.5797245,0.19204339,0.412924371,0.465081268,0.64187326,0.999392676
LOC109638758,1205.651256,0.049692612,0.313562395,0.158477589,0.874080479,0.999392676
cenpx,123.4767506,-0.222705192,0.427688179,-0.520718604,0.602562812,0.999392676
LOC109638743,352.7262655,0.09397946,0.441281733,0.212969296,0.831350911,0.999392676
LOC109638744,15.17784216,1.220203013,0.971382897,1.256150399,0.209061446,0.999392676
rnf213,747.9016292,0.100672959,0.297402326,0.338507638,0.734980673,0.999392676
LOC109638673,5.477370665,2.506528732,1.879638648,1.333516277,0.182362438,0.999392676
LOC109638734,120.0613305,-0.079433221,0.372009434,-0.213524748,0.830917688,0.999392676
med9,74.67956056,-0.258865386,0.453595891,-0.570696056,0.568205693,0.999392676
LOC109638749,34.66200683,-0.209701261,0.820469541,-0.255586894,0.79826984,0.999392676
LOC109638690,200.7422751,-0.134100097,0.470455942,-0.285042838,0.775611323,0.999392676
LOC109638656,71.21002273,0.508413337,0.483230606,1.052113278,0.292747581,0.999392676
rnps1,208.7666626,-0.520067233,0.446661013,-1.164344362,0.244284485,0.999392676
LOC109638747,60.7065674,-0.655480992,0.574240428,-1.141474825,0.253672382,0.999392676
abca3,834.7338626,0.055180407,0.351424213,0.157019366,0.875229586,0.999392676
ccnf,13.43190372,1.596380474,1.481135095,1.077808824,0.281119081,0.999392676
LOC109638675,130.584001,-0.265580283,0.43574997,-0.609478603,0.542207251,0.999392676
hmox2,988.432963,-0.213856639,0.290067752,-0.737264443,0.460961551,0.999392676
dnaja3,540.4118404,0.637118816,0.384010505,1.659118197,0.097091977,0.999392676
LOC109638717,58.19146336,-0.144650137,0.500753595,-0.288864899,0.772684766,0.999392676
vasn,49.66398833,0.584647048,0.686446094,0.851701325,0.394379885,0.999392676
LOC109638735,261.3945706,-0.281838194,0.384335496,-0.733312943,0.463367582,0.999392676
LOC109638721,629.9588099,0.051863506,0.393627103,0.131757966,0.895175735,0.999392676
LOC109638720,772.3151054,0.102587387,0.331135259,0.309805086,0.756709184,0.999392676
LOC109638677,163.911822,-0.308395441,0.324618176,-0.950025178,0.342099459,0.999392676
dnaaf5,68.24377781,0.498150665,0.470954892,1.057746024,0.290171247,0.999392676
prkar1b,6.376824684,-0.106063862,1.870635074,-0.056699387,0.954784662,0.999392676
pdgfa,57.50391315,0.181073575,0.681878938,0.265550913,0.790585094,0.999392676
ccp110,64.25737613,1.285329133,0.864410534,1.486942932,0.137029884,0.999392676
sun1,734.591554,0.054428896,0.284135494,0.19155965,0.848087152,0.999392676
LOC109638751,180.1900273,0.30586841,0.437221863,0.699572543,0.484194295,0.999392676
LOC109638649,1194.136167,-0.043596527,0.273013848,-0.159686137,0.873128322,0.999392676
LOC109638759,134.9950166,0.565931388,0.506432601,1.117486092,0.263786543,0.999392676
dxo,145.573813,-0.607695082,0.460502109,-1.319635829,0.186956634,0.999392676
stk19,235.6012844,-0.096167403,0.3424872,-0.280791233,0.778870528,0.999392676
LOC109638708,447.8676884,-0.541273856,0.408960251,-1.323536592,0.185656996,0.999392676
LOC109638710,1991.071579,0.16261021,0.203889481,0.797540949,0.425136931,0.999392676
smim10l1,105.427285,0.591980526,0.44619767,1.326722585,0.184600467,0.999392676
LOC109638752,10.17553877,-0.150114084,1.080833756,-0.138887302,0.889539205,0.999392676
LOC109638741,10.04398009,-0.0915766,1.075688139,-0.085133039,0.932155625,0.999392676
cep112,19.11449386,-0.886049877,1.404120408,-0.631035538,0.528017288,0.999392676
LOC109638699,6.09106749,-1.707120214,1.692848273,-1.008430727,0.313247728,0.999392676
LOC109638737,47.88683711,-0.491520646,0.640509088,-0.767390588,0.442849323,0.999392676
LOC109638753,24.23964433,0.042926722,0.952860062,0.045050395,0.96406714,0.999392676
LOC109638732,21.74288244,-1.030136269,0.786827916,-1.309226894,0.190457505,0.999392676
LOC109638682,124.0319045,0.18627729,0.384430434,0.484553964,0.627992776,0.999392676
LOC109638661,290.803146,0.618712811,0.516905206,1.196956047,0.231323687,0.999392676
LOC109638666,625.3939691,-0.397435481,0.36274537,-1.095632127,0.273239797,0.999392676
LOC109638685,1099.808261,-0.154463735,0.344613561,-0.448223032,0.653992242,0.999392676
e4f1,221.134389,0.128506599,0.326969038,0.393023755,0.694301936,0.999392676
narfl,315.8830328,-0.101318358,0.361505402,-0.280267896,0.779271979,0.999392676
LOC109638658,6.109545092,0.403481899,2.386887292,0.169041035,0.865764364,0.999392676
hagh,838.3288893,-0.143004395,0.276172738,-0.517807789,0.604592383,0.999392676
fahd1,669.27742,-0.140509053,0.263943276,-0.532345643,0.594486625,0.999392676
ndufb10,743.4163536,-0.127764541,0.278287304,-0.459110203,0.64615503,0.999392676
rps2,109389.8408,0.172169408,0.373150233,0.461394346,0.644515707,0.999392676
tbl3,271.9445311,-0.463291514,0.358533285,-1.292185507,0.196292909,0.999392676
LOC109638736,132.2223284,-0.080795178,0.459318835,-0.175902165,0.860370804,0.999392676
LOC109638689,734.5644135,-0.332209533,0.331420235,-1.002381561,0.316159344,0.999392676
LOC109638667,172.748947,-0.202960144,0.420702628,-0.482431366,0.629499543,0.999392676
LOC109638850,56.34363523,0.640856247,0.721376456,0.888379765,0.374336506,0.999392676
LOC109638832,527.7950696,0.110339794,0.310428115,0.355443945,0.722257032,0.999392676
she,163.1811766,0.196773659,0.437158092,0.450120134,0.65262382,0.999392676
LOC109638838,283.3877443,-0.188903308,0.532059091,-0.355041971,0.722558149,0.999392676
LOC109638848,616.3841028,-0.064975268,0.404681655,-0.160558965,0.872440777,0.999392676
cunh1orf43,183.3236599,0.15366489,0.334069467,0.459978852,0.645531401,0.999392676
ubap2l,993.1011177,-0.192991044,0.256258119,-0.75311192,0.451382662,0.999392676
hax1,377.727867,0.49041342,0.300130383,1.634001247,0.102258589,0.999392676
znf687,170.987782,0.140896528,0.348907292,0.403822251,0.686343433,0.999392676
LOC109638811,711.8737964,0.781710262,0.609909024,1.281683384,0.199953736,0.999392676
LOC109638809,398.0923693,-0.385206759,0.442151871,-0.871209157,0.383639961,0.999392676
LOC109638807,5.338080541,1.607691106,2.469622448,0.650986594,0.515055141,0.999392676
LOC109638763,1507.528256,0.23220575,0.273293622,0.849656675,0.395515993,0.999392676
LOC109638829,149.4418075,0.038830907,0.466775814,0.08318963,0.933700759,0.999392676
LOC109638782,636.6550325,-0.339421789,0.389686457,-0.871012535,0.383747309,0.999392676
LOC109638856,1613.002447,0.733659992,0.481270003,1.524424931,0.127402596,0.999392676
mef2d,761.3269073,-0.321657604,0.281495308,-1.142674833,0.253173623,0.999392676
LOC109638828,872.544544,0.455798243,0.417472288,1.091804788,0.274918914,0.999392676
mrpl24,202.3814607,-0.11787975,0.37545711,-0.313963292,0.753548919,0.999392676
hdgf,700.8111043,-0.227816694,0.274396159,-0.830247385,0.406398929,0.999392676
prcc,327.431043,-0.176469699,0.301620727,-0.585071524,0.558499625,0.999392676
mrpl9,125.0244444,-0.028639437,0.534346461,-0.05359713,0.957256143,0.999392676
LOC109638817,6238.901495,0.360387864,0.459418958,0.784442736,0.43278037,0.999392676
LOC109638798,250.7255189,0.022090616,0.365172604,0.060493628,0.951762491,0.999392676
krit1,218.5305758,-0.216341034,0.343195505,-0.630372575,0.52845085,0.999392676
akap9,1675.723544,0.481259076,0.405090604,1.188028237,0.234822285,0.999392676
LOC109638786,248.5682419,0.801275889,0.55538209,1.44274708,0.149091731,0.999392676
mterf1,31.58553584,-0.474980976,0.797403357,-0.595659613,0.551402643,0.999392676
LOC109638844,1150.093856,0.068557688,0.368903733,0.185841676,0.852568921,0.999392676
recql4,15.89994899,0.065862084,0.919638527,0.071617361,0.942906424,0.999392676
slc39a4,343.1532056,0.226683262,0.625254194,0.362545768,0.716944228,0.999392676
LOC109638853,227.7775639,0.588408298,0.673971037,0.87304686,0.382637537,0.999392676
dgat1,538.0420872,0.655080555,0.633463133,1.034125777,0.301077367,0.999392676
LOC109638867,9.10337014,-3.219669944,2.823431093,-1.14033948,0.254144896,0.999392676
LOC109638789,52.41337982,-0.670116336,0.632199378,-1.059976266,0.289155397,0.999392676
LOC109638776,8.733749706,-1.558874906,2.968175135,-0.525196403,0.599446665,0.999392676
slc45a4,629.3479221,0.069411371,0.392042516,0.177050621,0.859468628,0.999392676
LOC109638790,186.4818046,-0.08067562,0.340838962,-0.236697176,0.812891726,0.999392676
ptk2,528.6064424,-0.048678022,0.286060029,-0.170167158,0.864878679,0.999392676
clptm1l,1264.617186,0.122726306,0.419257254,0.292723155,0.76973377,0.999392676
rplp1,28682.14791,0.122302044,0.30576125,0.399991968,0.689162432,0.999392676
trps1,108.3220834,0.422269052,0.40094275,1.053190392,0.292253741,0.999392676
LOC109638839,32.93751858,-0.314063444,0.641370652,-0.489675421,0.624363597,0.999392676
vps72,108.0722825,-0.211563947,0.372231475,-0.568366625,0.569786048,0.999392676
lix1l,522.6012784,-0.323711864,0.359984,-0.899239587,0.368525058,0.999392676
LOC109638865,432984.0552,0.079510682,0.226091586,0.351674664,0.725082264,0.999392676
LOC109638824,430.8030047,0.349961124,0.306517655,1.141732353,0.253565288,0.999392676
LOC109638826,781.5211334,0.369795203,0.287594515,1.28582147,0.198505375,0.999392676
LOC109638797,52.00423475,0.638982911,0.69541039,0.918857296,0.358170219,0.999392676
psmg2,106.4017678,-0.585020269,0.550897892,-1.061939567,0.288263121,0.999392676
LOC109638842,815.4933309,0.708130485,0.435031404,1.62776866,0.103573948,0.999392676
LOC109638858,171.7057028,0.513589045,0.452920541,1.133949554,0.256815709,0.999392676
polr2k,77.72548095,-0.215176067,0.492941757,-0.43651418,0.662463714,0.999392676
LOC109638820,431.5863448,0.35797758,0.281250017,1.272809097,0.203085792,0.999392676
LOC109638822,211.124421,-0.467304947,0.412952667,-1.131618667,0.257794789,0.999392676
LOC109638821,23.19916562,-0.189160003,1.061033385,-0.17827903,0.858503846,0.999392676
rpl30,30679.98805,0.205304307,0.382933745,0.536135323,0.591865029,0.999392676
LOC109638779,7.863222502,-0.208376109,1.741893825,-0.119626183,0.904779278,0.999392676
mtdh,1286.030429,0.057117388,0.281737834,0.202732403,0.839344195,0.999392676
rrm2b,135.4929632,-0.294588263,0.360028533,-0.818235878,0.413222512,0.999392676
LOC109638802,465.8070492,0.010753035,0.354081688,0.030368796,0.975772931,0.999392676
LOC109638770,182.663418,-0.059927938,0.336326834,-0.178183635,0.858578761,0.999392676
LOC109638793,270.4480896,0.873064131,0.580534302,1.50389758,0.13260774,0.999392676
LOC109638794,18.17242973,0.470228141,0.891775756,0.527294152,0.597989335,0.999392676
LOC109638886,10.73570874,-0.751578698,1.10613437,-0.679464194,0.496843788,0.999392676
n6amt1,256.2239814,0.248091853,0.303534003,0.817344516,0.413731574,0.999392676
LOC109638876,8.477013539,0.555223152,1.18020836,0.470445025,0.638037102,0.999392676
LOC109638895,11.78406356,-1.832853477,1.62578933,-1.127362226,0.259589363,0.999392676
msl3,475.9865035,-0.588079939,0.3957618,-1.485944168,0.13729389,0.999392676
arhgap6,89.90516987,0.048961715,0.523305367,0.093562418,0.925456765,0.999392676
LOC109638900,59.37343767,-0.214049756,0.586984263,-0.364660127,0.715365126,0.999392676
LOC109638872,98.78729921,-0.352382992,0.40484552,-0.870413466,0.38407449,0.999392676
ndfip2,11336.10023,0.111355426,0.216182451,0.515099285,0.606483642,0.999392676
LOC109638901,92.8705157,0.082167711,0.396677422,0.207139873,0.835900623,0.999392676
LOC109638885,16.00890055,-0.233682261,0.875761432,-0.266833241,0.78959756,0.999392676
mtrf1,107.6234404,0.160096197,0.445929787,0.359016602,0.71958267,0.999392676
wbp4,193.7704135,0.270524842,0.379560651,0.712731525,0.476011905,0.999392676
LOC109638907,445.0124743,0.086404667,0.275519821,0.313605994,0.753820307,0.999392676
LOC109638884,11.23969925,-0.039204971,1.023840862,-0.038292055,0.969454825,0.999392676
LOC109638887,54.09693497,-0.569105902,0.527845379,-1.078167821,0.280958869,0.999392676
LOC109638892,315.2079612,-0.184701814,0.361017955,-0.511613927,0.608921237,0.999392676
ggact,38.14189188,0.026524425,0.744868811,0.035609525,0.971593713,0.999392676
arl13b,241.9726177,-0.061530847,0.449741004,-0.136813958,0.89117785,0.999392676
LOC109638974,213.5085893,0.268269458,0.335368784,0.799923759,0.423754971,0.999392676
LOC109638988,33.88527283,-0.016511714,0.705802024,-0.023394257,0.981335786,0.999392676
selenoo,811.7703575,-0.161689882,0.242516165,-0.666717958,0.504952306,0.999392676
trabd,908.016793,-0.012897843,0.449195524,-0.028713205,0.977093324,0.999392676
LOC109638966,10.24076021,0.908441419,1.689240606,0.537780951,0.590728285,0.999392676
LOC109638923,78.68983912,0.484342861,0.594723601,0.814399933,0.415415877,0.999392676
mterf2,91.55264095,-0.193528372,0.493588366,-0.392084548,0.694995744,0.999392676
etfbkmt,163.3626347,0.263226586,0.369922597,0.711572064,0.476729811,0.999392676
LOC109638986,463.1501317,0.391714422,0.342974605,1.142109112,0.253408668,0.999392676
cnot2,243.3504664,0.049133048,0.329056373,0.149314986,0.881305091,0.999392676
washc4,1297.918225,0.150298817,0.36074589,0.416633483,0.676946514,0.999392676
fnbp4,1039.594043,0.031060014,0.259430693,0.119723743,0.904701991,0.999392676
LOC109638992,42.27494004,-0.273137169,0.805503562,-0.339088716,0.734542898,0.999392676
LOC109638960,81.44092482,-0.279084758,0.50979782,-0.547442039,0.58407508,0.999392676
LOC109638961,7.189459223,1.079029432,2.386170332,0.452201345,0.65112394,0.999392676
LOC109638959,942.9352207,0.048325938,0.230652664,0.20951823,0.834043706,0.999392676
ccdc77,14.99136334,-0.967353084,1.454746114,-0.664963511,0.506073832,0.999392676
ush1c,181.8763655,-0.424882561,0.334840165,-1.268911574,0.204472604,0.999392676
mob2,472.1601471,0.242476251,0.356288185,0.680562143,0.496148588,0.999392676
LOC109638930,137.5017954,0.53806054,0.490427114,1.097126413,0.272586136,0.999392676
LOC109638977,223.855789,0.133431585,0.406859758,0.327954736,0.742945887,0.999392676
LOC109638973,1071.777571,-0.149207191,0.266458548,-0.559963986,0.575504003,0.999392676
mrpl23,304.1889032,-0.556775844,0.38734554,-1.437413849,0.150600436,0.999392676
LOC109638947,1200.252279,2.131424307,1.28410097,1.659857252,0.096943173,0.999392676
tmem86a,2075.176676,-0.40922961,0.407686963,-1.003783901,0.315482786,0.999392676
abtb2,281.7321563,0.107766842,0.29071869,0.370691139,0.710867591,0.999392676
LOC109638932,9.908646563,1.685793186,1.067115937,1.579765729,0.114160527,0.999392676
LOC109638979,1347.033979,-0.037952455,0.265669552,-0.142855868,0.886404013,0.999392676
hras,264.539561,-0.015295508,0.422694198,-0.036185754,0.971134245,0.999392676
LOC109638919,177.7774446,-0.308134185,0.403543439,-0.763571294,0.445122762,0.999392676
LOC109638938,27513.72947,0.815768148,1.303478514,0.625839352,0.531420318,0.999392676
LOC109638983,4065.048216,0.081726889,0.383589701,0.213058089,0.831281654,0.999392676
LOC109638989,48.73565609,1.069575658,0.748110254,1.429703247,0.152802208,0.999392676
hsf4,13.5737035,-0.427441159,1.529525115,-0.279460046,0.779891796,0.999392676
LOC109638958,1308.088473,0.156070972,0.431988915,0.361284667,0.717886654,0.999392676
cbfb,75.92278166,0.621721299,0.672367221,0.924675207,0.35513488,0.999392676
cunh16orf70,1289.028525,-0.416184192,0.296695865,-1.402730003,0.160697367,0.999392676
cnot1,2606.190486,-0.089776127,0.203021307,-0.442200518,0.658344111,0.999392676
setd6,210.2087171,-0.468263563,0.400155271,-1.170204661,0.241918618,0.999392676
LOC109638917,155.5866999,0.287966432,0.383686493,0.75052533,0.452938374,0.999392676
LOC109638999,29.32398741,-0.593441794,0.793429392,-0.747945311,0.454493145,0.999392676
LOC109639002,10.55163303,-0.062975027,1.578062244,-0.039906554,0.968167626,0.999392676
LOC109639048,222.4271401,0.625399747,0.540874814,1.156274484,0.247568902,0.999392676
LOC109639047,98.22311457,-0.306028615,0.380184372,-0.804947909,0.42084974,0.999392676
cask,100.0082425,0.018493654,0.399003997,0.046349545,0.963031651,0.999392676
LOC109639034,16.24557777,0.383903539,0.95702003,0.401144727,0.688313572,0.999392676
arhgap1,1603.408623,-0.198217193,0.246659031,-0.803608092,0.421623349,0.999392676
arl6ip6,216.1888098,0.246758597,0.404482481,0.610060035,0.541822039,0.999392676
slc19a2,181.5505192,-0.278618945,0.310980038,-0.89593836,0.370285685,0.999392676
atg3,745.3300613,0.071837954,0.34814709,0.206343688,0.836522455,0.999392676
cars2,265.1038916,0.136963499,0.347504524,0.394134435,0.693481789,0.999392676
ddrgk1,430.6480872,0.167356686,0.372914714,0.448780056,0.653590328,0.999392676
LOC109639031,353.9405204,0.03676583,0.357634744,0.102802737,0.918119533,0.999392676
ccdc14,13.72513623,0.190459995,1.118958431,0.170211859,0.864843525,0.999392676
LOC109639043,33.74103359,0.362463516,0.748045322,0.484547535,0.627997338,0.999392676
LOC109638997,8.114996819,-0.405749875,1.2068056,-0.33621809,0.736706412,0.999392676
LOC109639003,20.67485047,-0.018264316,0.906066831,-0.020157802,0.98391749,0.999392676
aox1,1180.320175,0.070253831,0.380403285,0.184682504,0.85347807,0.999392676
LOC109639006,90.857581,0.622682836,0.544019859,1.144595782,0.25237664,0.999392676
LOC109639018,12340.59119,-0.228471577,0.293367949,-0.778788472,0.436104329,0.999392676
kynu,2663.841572,-0.275889498,0.299081607,-0.922455584,0.356290988,0.999392676
LOC109639012,83.47671248,0.294061866,0.483506319,0.608186189,0.543063993,0.999392676
acvr2a,836.0565254,-0.288364805,0.257500815,-1.119859775,0.262773522,0.999392676
orc4,5.898608043,1.824791392,1.713683816,1.064835517,0.28695037,0.999392676
mbd5,124.5893119,0.767535362,0.465017723,1.650550771,0.098830338,0.999392676
kif5c,139.493303,-0.579685423,0.643354752,-0.901035426,0.367569484,0.999392676
LOC109639100,595.6622666,0.023505236,0.241365054,0.097384586,0.922420985,0.999392676
LOC109639061,14.2377613,0.984549906,1.064642397,0.924770523,0.355085287,0.999392676
npr3,31.97361887,0.166951833,0.777881715,0.214623676,0.830060734,0.999392676
sub1,665.3615255,-0.490172542,0.292723055,-1.674526602,0.094027151,0.999392676
LOC109639077,179.3912478,-0.025256145,0.314451937,-0.080317982,0.935984357,0.999392676
zfr,630.5357003,-0.423043867,0.283053951,-1.494569731,0.135026771,0.999392676
sh3glb2,383.0184343,0.257487344,0.304445047,0.845759678,0.397686824,0.999392676
LOC109639063,463.4490952,0.466797921,0.334188106,1.39681189,0.162470146,0.999392676
ppp6c,377.5916603,-0.161540431,0.273777811,-0.59004209,0.555162432,0.999392676
golga1,404.9231247,0.148195205,0.393513954,0.376594536,0.706474949,0.999392676
rpl35,36355.23377,0.245020968,0.368548456,0.66482701,0.506161145,0.999392676
olfml2a,142.6105094,-0.09837397,0.539146499,-0.182462411,0.855219851,0.999392676
nr6a1,16.37089406,0.94816772,1.13928578,0.832247481,0.405269268,0.999392676
crb2,48.30392763,0.543450593,0.884692336,0.614282018,0.539028983,0.999392676
LOC109639081,344.2401914,-0.150630616,0.324444774,-0.464271974,0.6424529,0.999392676
tubb4b,2643.155611,0.6412792,0.545895939,1.174727918,0.240103586,0.999392676
LOC109639108,229.3201837,0.21624425,0.58717658,0.368278058,0.712665912,0.999392676
LOC109639107,820.8613,-0.290893775,0.709863599,-0.409788268,0.681961273,0.999392676
fkbp15,439.88801,0.354883176,0.46268208,0.767013011,0.44307378,0.999392676
LOC109639070,65.58560158,-0.102842867,0.710102479,-0.144828205,0.884846513,0.999392676
nelfb,112.1642198,-0.476182709,0.521294514,-0.913461961,0.360999631,0.999392676
LOC109639086,23.05368145,-0.508129411,1.269881367,-0.400139276,0.689053937,0.999392676
LOC109639111,47.74546394,0.2718161,0.54370773,0.499930542,0.617123986,0.999392676
LOC109639092,343.5978318,-0.033188401,0.312668265,-0.10614573,0.915466729,0.999392676
LOC109639066,26.01710259,0.956134225,0.861502681,1.109844747,0.267065933,0.999392676
man1b1,1883.616539,0.167331195,0.244871863,0.683341865,0.494390846,0.999392676
dpp7,6412.646466,-0.119363508,0.327881433,-0.364044731,0.715824607,0.999392676
fam129b,226.1353714,0.432460306,0.525858972,0.822388375,0.410855893,0.999392676
LOC109639087,133131.9473,0.113349549,0.421550922,0.268886967,0.788016667,0.999392676
LOC109639090,31304.16458,-0.227297127,0.322807176,-0.704126624,0.481353921,0.999392676
cunh9orf142,157.8280131,-0.270521936,0.485917174,-0.556724377,0.577715759,0.999392676
abca2,524.1230827,0.40867102,0.379504756,1.076853489,0.281545725,0.999392676
LOC109639103,61.34051934,0.866088301,0.517949288,1.67214884,0.094494976,0.999392676
ppm1f,167.6952485,-0.411330039,0.529862056,-0.776296461,0.437573962,0.999392676
top3b,200.1298928,-0.516929414,0.398377988,-1.297585281,0.194429883,0.999392676
LOC109639118,23.73624882,0.903409792,0.763697508,1.182941914,0.236832169,0.999392676
LOC109639179,1108.120577,0.158084145,0.396082694,0.399119041,0.689805493,0.999392676
LOC109639150,19.30235567,-0.911154291,0.806226304,-1.130147064,0.258414261,0.999392676
LOC109639129,834.2480139,0.183081453,0.314516819,0.582103854,0.56049673,0.999392676
LOC109639174,31752.81411,0.226487172,0.36235607,0.62504037,0.531944563,0.999392676
scamp3,507.4415624,0.382904131,0.285362344,1.341817305,0.17965524,0.999392676
mrps21,178.8003676,-0.134037276,0.464543312,-0.288535585,0.772936795,0.999392676
LOC109639159,159.3863552,-0.687108337,0.432617778,-1.588257284,0.112228172,0.999392676
LOC109639172,7056.542515,-0.297615167,0.254872886,-1.167700383,0.242927642,0.999392676
LOC109639136,32.669528,1.183278141,0.882170013,1.341326642,0.179814423,0.999392676
clk2,361.3491828,-0.194605513,0.399929096,-0.486600037,0.626541797,0.999392676
dnajc8,293.1288313,0.02728806,0.332472839,0.082076058,0.934586232,0.999392676
hnrnpr,762.8199947,0.011872901,0.291125596,0.040782745,0.967469095,0.999392676
atpif1,1933.917523,0.131428354,0.356660233,0.368497359,0.712502414,0.999392676
LOC109639116,815.248901,-0.303320907,0.253145624,-1.19820719,0.230836367,0.999392676
LOC109639156,144.9597631,-0.102127011,0.404356091,-0.252567015,0.800602822,0.999392676
eomes,6.178972332,-2.030153926,2.229732671,-0.910492075,0.362563059,0.999392676
LOC109639145,27.40147836,-0.747741141,0.778272768,-0.960770017,0.336667817,0.999392676
LOC109639132,95.15334397,0.454410796,0.562735833,0.807502862,0.419376826,0.999392676
stt3b,1011.699647,0.412167529,0.387153012,1.064611448,0.287051797,0.999392676
osbpl10,1602.484757,-0.305242413,0.311086182,-0.981214951,0.326486753,0.999392676
tmem42,32.74662874,0.252083748,0.61745993,0.408259283,0.683083329,0.999392676
LOC109639163,384.2154192,0.335310242,0.347334114,0.965382403,0.334353312,0.999392676
