Gene,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean
gmppb,0.659035543,0.714183836,0.922781375,0.356121149,0.999978072,585.2488749
gmps,-0.084612391,0.324575347,-0.260686437,0.794334326,0.999978072,252.6502949
gna12,0.419396817,0.599593094,0.699469059,0.484258943,0.999978072,108.6323929
gnas,-0.514945648,0.399474459,-1.289057752,0.19737801,0.999978072,198.8126078
gnb1,0.19748478,0.274632573,0.719087247,0.472087165,0.999978072,512.8588529
gnb4,-0.451266022,0.314688558,-1.434008357,0.151569878,0.999978072,456.7404561
gne,0.121428853,0.340526975,0.356590995,0.72139802,0.999978072,4139.389258
gng5,-0.124795587,0.397586677,-0.313882718,0.753610117,0.999978072,178.6022472
gnl1,0.774457654,0.550561968,1.406667549,0.159525993,0.999978072,177.7395889
gnl2,-0.134438665,0.28587778,-0.470266226,0.638164824,0.999978072,1146.75747
gnl3,-0.154298007,0.345262044,-0.446901159,0.654946427,0.999978072,358.878728
gnl3l,0.012622926,0.310571159,0.040644232,0.967579522,0.999978072,439.0372906
gnmt,-0.119137832,0.395624682,-0.301138521,0.763308868,0.999978072,14622.27111
gnpda2,0.077825035,0.269050057,0.289258572,0.772383513,0.999978072,429.4690881
gnptg,0.706874162,0.451031842,1.567237823,0.117059113,0.999978072,77.2775435
gns,-0.021222039,0.317551372,-0.066830253,0.946716839,0.999978072,541.8718979
golga1,0.08088968,0.38802626,0.208464448,0.834866339,0.999978072,174.591781
golga2,0.232808429,0.337584828,0.689629421,0.490427261,0.999978072,712.1818484
golga3,0.132378862,0.321382687,0.411904147,0.680409681,0.999978072,280.0979208
golga4,-0.133700233,0.371877774,-0.359527357,0.719200616,0.999978072,491.3637736
golga5,0.333968692,0.333471207,1.001491839,0.316589084,0.999978072,240.0086285
golga7,0.120227773,0.395026523,0.304353674,0.760858458,0.999978072,105.405684
golim4,0.371424539,0.39610712,0.937687106,0.348405232,0.999978072,411.0533791
golm1,0.059870977,0.277898335,0.215442015,0.829422716,0.999978072,1186.05196
gon4l,-0.105090728,0.391858667,-0.268185284,0.788556702,0.999978072,89.58052713
gopc,0.009029129,0.347691824,0.02596877,0.979282248,0.999978072,116.2379312
gorab,-0.067859112,0.436693986,-0.155392826,0.87651164,0.999978072,144.7841308
gosr1,-0.038737509,0.47686218,-0.081234181,0.935255717,0.999978072,69.28939529
gosr2,-0.221601772,0.357760501,-0.619413744,0.535643829,0.999978072,311.3020021
got2,0.097508207,0.307261392,0.317346107,0.750980995,0.999978072,4877.836869
gpaa1,0.161406012,0.420959213,0.383424348,0.701405153,0.999978072,65.95931935
gpalpp1,0.04020084,0.383371504,0.104861315,0.916485856,0.999978072,77.22701177
gpam,-0.631336484,0.404615405,-1.560337238,0.118680208,0.999978072,194.1813632
gpat4,0.180663653,0.391026979,0.462023498,0.64406447,0.999978072,120.860655
gpatch1,-0.551117504,0.416950738,-1.321780858,0.186241134,0.999978072,118.6776289
gpatch2,0.25272694,0.446795891,0.565642936,0.571636534,0.999978072,114.8690281
gpatch2l,-0.254520482,0.394546379,-0.645096484,0.518864662,0.999978072,77.09856305
gpatch4,-0.099896685,0.568647607,-0.17567415,0.860549945,0.999978072,101.2507553
gpatch8,-0.159043619,0.335078277,-0.474646163,0.635039197,0.999978072,1086.736143
gpbp1l1,-0.155346027,0.293006609,-0.530179258,0.595987651,0.999978072,659.4855126
gpcpd1,0.607072305,0.431193473,1.407888438,0.159164107,0.999978072,539.737668
gpi,0.641558742,0.503888354,1.273216054,0.202941385,0.999978072,68.23575908
gpkow,0.058122212,0.365037939,0.159222387,0.873493667,0.999978072,110.0701904
gpm6b,0.105625477,0.558813026,0.189017564,0.85007905,0.999978072,222.6861809
gpn1,0.049672417,0.300230309,0.16544771,0.868591604,0.999978072,232.024475
gpn3,0.03344937,0.526725044,0.063504422,0.949364838,0.999978072,67.09250282
gpr108,0.344676385,0.329628793,1.045650113,0.295722603,0.999978072,769.8087358
gpr146,-0.485820906,0.356050987,-1.364470045,0.172419676,0.999978072,366.4957778
gpr155,0.459264014,0.67723673,0.678143983,0.497680406,0.999978072,213.7150507
gpr157,0.096939237,0.449674919,0.215576259,0.829318064,0.999978072,66.02580117
gpr160,0.347823255,0.862475538,0.403284777,0.686738739,0.999978072,71.16160467
gpr39,-0.385806792,0.447319409,-0.862486142,0.388420056,0.999978072,118.2994599
gprc5c,0.566514324,0.345000515,1.642068053,0.100575901,0.999978072,975.4953021
gps1,-0.359873152,0.272894536,-1.318726119,0.187260692,0.999978072,513.1462675
gps2,-0.493668813,0.359810748,-1.372023528,0.170056113,0.999978072,88.74320487
gpsm1,0.313230112,0.310250126,1.00960511,0.31268452,0.999978072,180.2968166
gpx3,0.083431633,0.410570742,0.20320891,0.838971749,0.999978072,1879.660237
gpx8,-0.140840694,0.330419468,-0.426248172,0.669927019,0.999978072,314.4592787
gramd1a,0.309176352,0.34315283,0.900987331,0.367595056,0.999978072,151.1926571
gramd1c,0.386866256,0.270079311,1.432417224,0.152024452,0.999978072,443.7828692
gramd2,0.199636885,0.345383212,0.578015602,0.563253586,0.999978072,970.9573586
gramd3,-0.109722676,0.440965169,-0.248823907,0.803496998,0.999978072,121.922884
gramd4,-0.069407186,0.320258369,-0.216722474,0.828424633,0.999978072,313.8478532
grb14,-0.164876581,0.349458651,-0.471805692,0.637065488,0.999978072,299.9181178
grb2,0.354014375,0.411424721,0.860459659,0.389535712,0.999978072,110.9872421
greb1l,-0.627605471,0.415730733,-1.509644154,0.131134248,0.999978072,555.6769784
grik3,0.447326466,0.562293731,0.795538776,0.426300164,0.999978072,153.1987582
gripap1,0.170402369,0.334786746,0.508987797,0.610760778,0.999978072,181.5655358
grk3,0.261105168,0.314727035,0.829624213,0.406751283,0.999978072,152.8125703
grk4,-0.251964752,0.412541057,-0.61076285,0.541356591,0.999978072,64.83758328
grk6,0.111284705,0.573760712,0.193956649,0.846209827,0.999978072,97.61263332
grpel1,0.290544473,0.396163052,0.73339619,0.463316822,0.999978072,216.6663049
grtp1,-0.23683919,0.396264418,-0.597679679,0.550053687,0.999978072,271.0466116
grwd1,0.527509244,0.448091105,1.17723659,0.239101088,0.999978072,171.1521886
gse1,-0.584874912,0.412140664,-1.419114791,0.155865552,0.999978072,274.4821898
gsk3b,-0.487050741,0.31345299,-1.55382388,0.120226433,0.999978072,464.1944784
gskip,0.744759666,0.574135612,1.297184239,0.194567802,0.999978072,242.7631282
gspt1,-0.090622705,0.253581472,-0.357371161,0.720813964,0.999978072,958.7673862
gsr,0.300315367,0.367181758,0.817892939,0.413418322,0.999978072,153.1468701
gss,-0.196216156,0.48170216,-0.407339166,0.683758901,0.999978072,102.4066598
gstk1,-0.177790178,0.352771125,-0.503981664,0.614274262,0.999978072,185.0733899
gsto1,-0.260640458,0.407485454,-0.639631318,0.522412317,0.999978072,101.9672986
gstz1,-0.321755291,0.451894133,-0.712014756,0.476455639,0.999978072,466.8513139
gtf2a1,0.164970438,0.319530827,0.516289585,0.60565217,0.999978072,199.5940611
gtf2a2,-0.188801958,0.417890575,-0.451797597,0.651414801,0.999978072,70.14305908
gtf2b,-0.404433342,0.341456465,-1.184436036,0.236240502,0.999978072,289.0028921
gtf2e1,-0.828923093,0.686848042,-1.206850777,0.227489617,0.999978072,100.9909821
gtf2e2,-0.360462332,0.390882678,-0.922175251,0.35643717,0.999978072,124.8222121
gtf2f2,-0.5617825,0.363108996,-1.54714564,0.121828131,0.999978072,223.0987957
gtf2h3,0.418021394,0.398317749,1.049467151,0.293963166,0.999978072,82.69159996
gtf2h4,0.621726637,0.517863595,1.200560617,0.229921686,0.999978072,74.77478375
gtf2h5,-0.326968483,0.363065932,-0.900576049,0.367813774,0.999978072,103.8520447
gtf3c1,0.129626929,0.380030816,0.341095838,0.733031435,0.999978072,128.5997944
gtf3c5,-0.678285729,0.450202203,-1.506624632,0.1319069,0.999978072,272.9990171
gtf3c6,-0.101893032,0.411637757,-0.247530821,0.804497442,0.999978072,79.95729184
gtpbp2,0.521596939,0.463456933,1.125448564,0.260399002,0.999978072,217.8056814
gtpbp4,-0.371509283,0.332523596,-1.117241867,0.263890924,0.999978072,7041.201451
gtpbp6,-0.423641791,0.477482262,-0.887240899,0.374949217,0.999978072,103.9136494
gucd1,0.453602284,0.428028282,1.059748394,0.28925908,0.999978072,99.41121123
gusb,0.201975198,0.295074301,0.684489287,0.493666252,0.999978072,1620.383922
gxylt1,-0.227657653,0.416556132,-0.546523351,0.584706241,0.999978072,111.1964233
gyg2,-0.202124306,0.491989167,-0.410830806,0.681196602,0.999978072,115.7997729
gys2,0.137456476,0.345504764,0.397842492,0.690746293,0.999978072,1335.166059
h6pd,-0.175861498,0.550819323,-0.319272565,0.749519835,0.999978072,3777.343896
haao,-0.098886016,0.288088976,-0.343248176,0.731411764,0.999978072,2054.991481
hacd2,0.028423005,0.313861607,0.090559038,0.927842981,0.999978072,833.3080532
hacd3,0.900535917,0.597973473,1.505979709,0.132072383,0.999978072,398.900068
hace1,0.361351801,0.434119842,0.832377989,0.405195622,0.999978072,69.494064
hacl1,-0.539433213,0.337018643,-1.600603479,0.109464771,0.999978072,297.3420397
hadh,-0.143479106,0.336563637,-0.426306023,0.66988487,0.999978072,1596.154439
hadha,-0.144970125,0.334612803,-0.433247394,0.664835051,0.999978072,864.0190074
hadhb,-0.171744714,0.248321772,-0.691621651,0.489174962,0.999978072,912.235685
hagh,-0.1130088,0.298663053,-0.378382258,0.705146646,0.999978072,372.5536624
hal,-0.07637796,0.346208431,-0.220612651,0.825394049,0.999978072,2517.483865
hamp,-0.127671258,1.074359149,-0.118834804,0.905406235,0.999978072,6583.590509
hand1,-0.41572686,0.406449833,-1.022824529,0.306390818,0.999978072,154.1435295
hao1,-0.120431239,0.341635143,-0.3525142,0.724452671,0.999978072,1108.909027
hao2,-0.062262973,0.264853784,-0.235084326,0.814143283,0.999978072,1024.041863
harbi1,-0.433350254,0.462643524,-0.936682848,0.348921722,0.999978072,66.59166411
hars,-0.082555158,0.433344557,-0.190506968,0.848911884,0.999978072,309.104632
hat1,0.02122555,0.4014515,0.052872015,0.957833882,0.999978072,235.7949362
haus2,-0.159331022,0.412128013,-0.386605658,0.699048169,0.999978072,86.35335811
hax1,0.45664137,0.35155631,1.298913879,0.193973486,0.999978072,172.4768655
hbs1l,-0.166343123,0.263334524,-0.631679891,0.527596071,0.999978072,693.662563
hcfc1,0.002957658,0.31378175,0.009425845,0.992479375,0.999978072,311.8017625
hck,-0.318724043,0.700014809,-0.455310429,0.648885925,0.999978072,244.6289671
hdac10,-0.156819399,0.430629584,-0.364163087,0.715736229,0.999978072,73.40791676
hdac11,0.390027436,0.394373098,0.988980836,0.322672518,0.999978072,156.1364349
hddc3,0.041374762,0.471368719,0.087775791,0.930054879,0.999978072,124.762445
hdgf,-0.121278397,0.325704515,-0.372357126,0.709626971,0.999978072,312.4702515
hdlbp,-0.104814987,0.242132582,-0.432882625,0.665100044,0.999978072,10537.4643
heatr3,-0.245770406,0.391541106,-0.627700138,0.530200395,0.999978072,169.4922164
heatr5b,-0.275776185,0.394271424,-0.699457705,0.484266036,0.999978072,171.7050858
hectd3,0.026132676,0.408180985,0.064022276,0.94895249,0.999978072,98.41067726
hectd4,0.316195508,0.337003374,0.938256209,0.348112758,0.999978072,161.7638405
heg1,0.239368534,0.439497056,0.544641952,0.585999795,0.999978072,166.4872432
hells,-0.311724972,0.379649552,-0.821086106,0.411597224,0.999978072,98.01831282
helz,0.186807192,0.410655064,0.454900495,0.649180827,0.999978072,109.000038
hemk1,0.718796688,0.492065498,1.460774409,0.144077361,0.999978072,65.46744004
hephl1,0.816412424,1.262949865,0.646432964,0.517998998,0.999978072,317.3724708
herc2,0.387674996,0.278234091,1.393341105,0.163516666,0.999978072,373.3990122
herc3,-0.263678947,0.416047348,-0.633771488,0.526229963,0.999978072,128.4441811
herc4,2.079064464,1.394573147,1.490824965,0.136007455,0.999978072,563.3891636
herpud1,0.579483582,0.395700928,1.464448376,0.143071478,0.999978072,962.4829046
herpud2,-0.180698996,0.284049075,-0.636154143,0.524675959,0.999978072,460.1204138
hexb,0.117986714,0.269922117,0.437113918,0.662028734,0.999978072,1289.251929
hexdc,-0.117928802,0.34616143,-0.340675743,0.733347702,0.999978072,121.655996
hgd,0.125181538,0.376532386,0.332458887,0.739542779,0.999978072,9086.783333
hgf,0.285592735,0.390167442,0.731974798,0.46418395,0.999978072,486.7884499
hgh1,0.396839631,0.482585092,0.822320536,0.410894492,0.999978072,215.5907109
hgs,0.160237215,0.298788499,0.536289768,0.591758301,0.999978072,529.6494305
hgsnat,-0.093596263,0.387838207,-0.241328115,0.809300822,0.999978072,237.3616051
hhip,0.035545276,0.343337591,0.103528646,0.917543415,0.999978072,1176.083056
hhipl1,0.478394629,0.354611644,1.349066328,0.177315663,0.999978072,1277.373161
hif1a,0.326097013,0.333676885,0.977283796,0.328428673,0.999978072,499.9751354
higd1a,1.032338585,0.695658961,1.483972238,0.137816286,0.999978072,102.5891485
higd2a,-0.326144297,0.302604936,-1.077789085,0.281127891,0.999978072,211.3548582
hikeshi,0.802708168,0.502857201,1.596294467,0.110423065,0.999978072,144.6067724
hint1,0.10961347,0.368140874,0.29774871,0.765894963,0.999978072,316.7496278
hint3,0.350543881,0.42714387,0.820669347,0.411834636,0.999978072,69.26578137
hip1,0.252867469,0.288333751,0.876995731,0.380488957,0.999978072,429.2566249
hip1r,0.534768935,0.393607538,1.358634892,0.174262313,0.999978072,148.6803789
hipk3,0.033746554,0.28010839,0.12047677,0.904105481,0.999978072,462.1804353
hivep1,-0.158498204,0.423229062,-0.37449745,0.708034254,0.999978072,122.7155841
hivep3,-0.455728859,0.464788922,-0.980507145,0.326835844,0.999978072,113.5439627
hk1,0.54196907,0.935191733,0.579527226,0.562233482,0.999978072,80.53938651
hlf,0.364353808,0.279182547,1.305073733,0.191867742,0.999978072,1044.482838
hltf,-0.603452016,0.433690008,-1.391436289,0.164093167,0.999978072,64.23670895
hlx,-0.34577442,0.493823826,-0.70019793,0.483803704,0.999978072,118.8573897
hm13,0.036184691,0.29255552,0.123684867,0.901564794,0.999978072,593.8411964
hmbox1,0.208367292,0.311181255,0.669601039,0.503112152,0.999978072,178.5909089
hmbs,-0.119764114,0.578004507,-0.207202734,0.835851532,0.999978072,74.08060129
hmces,0.232476715,0.332908822,0.698319477,0.484977421,0.999978072,346.4067319
hmg20a,-0.137935948,0.349927472,-0.394184393,0.693444907,0.999978072,102.5151785
hmg20b,-0.510397707,0.491434865,-1.038586684,0.298997001,0.999978072,99.87246843
hmgcl,0.454309573,0.319460927,1.422113109,0.154993418,0.999978072,188.7295094
hmgcr,-0.285393948,0.317489934,-0.898907075,0.368702159,0.999978072,1075.36355
hmgcs1,0.186829169,0.493514206,0.37856898,0.705007961,0.999978072,1024.676611
hmgn3,-0.406458388,0.34790645,-1.168297938,0.242686607,0.999978072,438.4929447
hmgn5,-0.178436049,0.293468605,-0.60802432,0.543171344,0.999978072,777.2907585
hmgxb3,0.040569058,0.406760585,0.099736944,0.92055317,0.999978072,72.27768972
hmgxb4,-0.310868423,0.43080201,-0.721603929,0.470538023,0.999978072,68.10692298
hmox2,-0.144807156,0.310842027,-0.465854497,0.641319653,0.999978072,470.3710166
hn1,-0.311034988,0.451543103,-0.688826795,0.490932272,0.999978072,84.26559534
hn1l,0.290746714,0.376493144,0.77224969,0.439966557,0.999978072,154.9237435
hnf1a,-0.154463955,0.362056103,-0.42662989,0.669648923,0.999978072,533.3574299
hnrnpa3,0.194272398,0.356640983,0.544728194,0.585940471,0.999978072,160.3526565
hnrnph1,0.35144251,0.386008725,0.910452243,0.362584057,0.999978072,170.5666033
hnrnph3,0.243090661,0.349631645,0.695276484,0.486882049,0.999978072,289.2967149
hnrnpk,0.278149783,0.28989086,0.959498287,0.337307782,0.999978072,261.9139211
hnrnpr,0.012468314,0.331434927,0.037619191,0.969991307,0.999978072,327.8362985
hnrnpu,0.357198089,0.309754712,1.153164344,0.248842935,0.999978072,555.0380292
hnrnpul1,-0.105549831,0.314011277,-0.336133885,0.736769907,0.999978072,795.4747315
homer3,-0.023162719,0.423913878,-0.054640153,0.956425149,0.999978072,110.5007623
hook1,-0.725480735,0.563721499,-1.28694885,0.198112117,0.999978072,77.1880637
hook2,-0.200839379,0.33693638,-0.596075079,0.551125072,0.999978072,183.5309434
hp1bp3,-0.252653617,0.329943373,-0.765748422,0.443826009,0.999978072,287.7896986
hpd,-0.74189163,0.484501058,-1.531248731,0.125707931,0.999978072,420.2526866
hpgd,0.185533033,0.498197048,0.372408938,0.7095884,0.999978072,128.8881927
hpn,0.102769225,0.271234129,0.378894889,0.70476592,0.999978072,2170.287676
hprt1,0.63049469,0.464870842,1.356279278,0.175010326,0.999978072,1694.857235
hps3,0.059705477,0.480754273,0.124191255,0.901163846,0.999978072,149.463829
hps5,-0.216764628,0.44337169,-0.48890047,0.624912163,0.999978072,197.7764854
hras,-0.120385916,0.432524856,-0.278332944,0.780756789,0.999978072,116.2938215
hs2st1,0.955231662,0.591970221,1.613648167,0.106603763,0.999978072,108.6196232
hsbp1,0.01163901,0.301009463,0.038666591,0.96915621,0.999978072,295.361466
hsd17b10,0.217520615,0.423357166,0.5137993,0.607392317,0.999978072,247.0425997
hsd17b4,-0.16423796,0.29000901,-0.566320199,0.571176132,0.999978072,1048.512048
hsd17b8,-0.061768845,0.420956178,-0.146734621,0.88334149,0.999978072,179.5799482
hsd3b7,0.143761668,0.357428136,0.402211391,0.68752846,0.999978072,542.2919322
hsdl2,0.040720588,0.269815134,0.150920325,0.880038567,0.999978072,681.1683946
hsf2,-0.089873347,0.352301943,-0.255103184,0.798643405,0.999978072,114.5326683
hsp90ab1,-0.139880127,0.309778333,-0.451549098,0.651593847,0.999978072,42897.97613
hsp90b1,1.048781459,1.279746805,0.819522624,0.4124883,0.999978072,7321.645858
hspa14,0.107998101,0.334797481,0.322577399,0.747015313,0.999978072,196.9448751
hspa4,0.748229185,0.617602281,1.211506511,0.225701341,0.999978072,924.7679604
hspa5,2.395424787,1.487698707,1.610154513,0.107364129,0.999978072,9593.547379
hspd1,0.583870233,0.479618927,1.217362787,0.223466215,0.999978072,1340.782413
hspe1,0.998638719,0.7090158,1.408485846,0.158987255,0.999978072,266.3621095
htatip2,-0.096997116,0.494739267,-0.196057039,0.844565521,0.999978072,176.9864312
htt,0.1711252,0.337466316,0.507088238,0.612092908,0.999978072,392.9009656
huwe1,0.084176453,0.258615483,0.325488837,0.74481113,0.999978072,1211.079655
hyi,-0.116700292,0.352368384,-0.331188318,0.740502244,0.999978072,279.5464085
hyou1,1.227398885,1.098237246,1.117608139,0.263734391,0.999978072,1103.605237
hypk,0.123816081,0.354086247,0.349677748,0.726580556,0.999978072,1102.218461
iars,0.075941147,0.674063547,0.112661703,0.910298765,0.999978072,356.0851303
iars2,0.210832447,0.325042004,0.648631392,0.51657666,0.999978072,161.9505958
ibtk,-0.233899121,0.364391389,-0.641889813,0.520944729,0.999978072,566.9343004
icam1,-0.139578859,0.363635686,-0.383842577,0.701095129,0.999978072,467.334276
ice1,-0.024580271,0.436825012,-0.056270293,0.955126484,0.999978072,70.16737
icmt,0.112785561,0.447100761,0.252259829,0.800840236,0.999978072,65.80307263
id1,0.580629445,0.555490205,1.045255955,0.295904688,0.999978072,1297.3655
id2,-0.160946131,0.365531507,-0.440307137,0.659714673,0.999978072,149.8840588
id3,0.284054702,0.525105817,0.540947545,0.588543739,0.999978072,1733.578504
ide,-0.125982483,0.395512764,-0.318529499,0.750083322,0.999978072,245.4791897
idh2,0.059776234,0.370878169,0.161174853,0.871955687,0.999978072,446.0463622
idh3b,-0.367620689,0.354798898,-1.036138193,0.300137676,0.999978072,107.9163209
idh3g,0.289765541,0.338081967,0.857086651,0.391396998,0.999978072,138.6259329
idi1,0.230868687,0.428927933,0.538245867,0.590407318,0.999978072,423.0407386
ids,0.497917947,0.332292909,1.498430853,0.134021345,0.999978072,280.4813288
idua,0.374267176,0.417557905,0.896324011,0.370079739,0.999978072,73.92506354
iffo2,-0.049625482,0.356794756,-0.139086915,0.889381468,0.999978072,237.9692104
ifi35,-0.513331475,0.433365829,-1.184522269,0.236206386,0.999978072,82.46625439
ifih1,-0.405111747,0.28518291,-1.420533042,0.155452556,0.999978072,278.0787864
ift20,0.411932987,0.389646211,1.057197467,0.290421476,0.999978072,191.5669505
ift46,0.227352327,0.417345057,0.544758643,0.585919526,0.999978072,137.8263625
ift57,0.606721316,0.463793279,1.308171859,0.190815025,0.999978072,69.91833578
ift74,-0.351637593,0.490981889,-0.716192595,0.473872435,0.999978072,73.57505482
igbp1,-0.393939011,0.334874025,-1.176379715,0.239443174,0.999978072,232.0803458
igf1,-0.004727233,0.358145452,-0.0131992,0.989468868,0.999978072,1613.847145
igf2r,0.448389061,0.384927704,1.164865652,0.244073379,0.999978072,83.65244502
igfals,0.008400217,0.307765162,0.027294242,0.978225049,0.999978072,16293.11973
igfbp1,0.346791643,0.426484912,0.813139302,0.416138195,0.999978072,335.5118453
igfbp4,-0.671891718,0.552748494,-1.2155469,0.224157573,0.999978072,67.10075749
ighmbp2,-0.042964699,0.392167182,-0.109557101,0.912760635,0.999978072,165.3607023
ik,-0.336614246,0.370049342,-0.909646926,0.363008743,0.999978072,125.2841968
ikbkap,-0.520253077,0.372873448,-1.395253752,0.162939333,0.999978072,129.4286524
ikbkb,-0.25641407,0.403335227,-0.635734378,0.524949565,0.999978072,88.67299149
ikbkg,-0.246481917,0.406728654,-0.606010701,0.544507647,0.999978072,163.5959484
ikzf4,0.247193451,0.424114638,0.582845838,0.559997085,0.999978072,96.94440946
il6st,-0.121890499,0.335759256,-0.363029452,0.716582884,0.999978072,972.7898554
ildr2,-0.544541902,0.363721749,-1.497138688,0.134357175,0.999978072,134.3562659
ilf2,-0.749877549,0.683246657,-1.097520992,0.272413709,0.999978072,68.48712502
ilf3,0.33717699,0.326916796,1.031384728,0.30236044,0.999978072,201.8427029
ilkap,0.513809778,0.608702396,0.844106711,0.398609778,0.999978072,67.5848788
ilvbl,-0.090857624,0.424016694,-0.214278412,0.830329952,0.999978072,267.9203354
immp2l,0.322088333,0.464174409,0.693895068,0.487748017,0.999978072,74.77855285
immt,0.009302168,0.345054705,0.02695853,0.97849281,0.999978072,265.3562735
imp3,0.01492514,0.466087493,0.032022186,0.974454358,0.999978072,94.70169113
imp4,0.283046228,0.400664787,0.706441488,0.479913628,0.999978072,101.4268891
impact,0.398295717,0.355559087,1.120195576,0.262630429,0.999978072,194.4200741
impad1,0.111743657,0.340236094,0.328429756,0.742586747,0.999978072,263.6414785
impdh2,-0.262410229,0.397014223,-0.660959265,0.508638438,0.999978072,220.9249103
ing3,-0.36028032,0.346538007,-1.039656006,0.298499747,0.999978072,585.5549096
ing5,0.288696702,0.580794387,0.497072128,0.619138188,0.999978072,135.9754305
ino80,0.106236331,0.338087867,0.314226985,0.753348649,0.999978072,139.2744678
ino80b,0.263723097,0.313483095,0.841267363,0.40019817,0.999978072,189.6704814
ino80c,-0.210640819,0.364351774,-0.578124862,0.563179823,0.999978072,198.0200322
ino80d,-0.296365774,0.507386381,-0.584102737,0.559151194,0.999978072,82.35243588
ino80e,-0.529781034,0.491876322,-1.077061469,0.281452805,0.999978072,77.35809492
inpp1,0.263009095,0.432412924,0.608235972,0.54303098,0.999978072,116.4144963
inpp5a,-0.129899266,0.387151425,-0.335525733,0.737228536,0.999978072,80.387619
inpp5b,0.062450847,0.324178205,0.192643569,0.84723812,0.999978072,269.733618
inpp5e,0.285659937,0.388275685,0.735714206,0.461904642,0.999978072,100.6493105
inpp5k,0.541139667,0.34892215,1.550889411,0.120928189,0.999978072,216.4562792
inppl1,-0.497122832,0.396518904,-1.253717863,0.209944573,0.999978072,311.7102355
insig1,0.843965533,0.512136719,1.647930134,0.099367009,0.999978072,196.512797
insig2,0.207366006,0.341895309,0.606519016,0.544170159,0.999978072,155.1910383
ints1,-0.025696849,0.369668264,-0.069513267,0.944581073,0.999978072,257.6231667
ints10,0.129718902,0.43387383,0.298978397,0.764956529,0.999978072,103.6757725
ints11,-0.000151853,0.366073784,-0.000414816,0.999669025,0.999978072,85.67126455
ints13,-0.318082139,0.436319394,-0.729012149,0.465994231,0.999978072,133.9571169
ints14,-0.276428228,0.388669379,-0.711216891,0.476949843,0.999978072,200.95644
ints2,0.069979709,0.418690574,0.167139441,0.867260333,0.999978072,95.27900353
ints3,0.415053584,0.354422499,1.171070077,0.241570611,0.999978072,205.0207022
ints4,-0.003263013,0.28803376,-0.011328579,0.990961295,0.999978072,350.7284439
ints5,0.22289509,0.423401492,0.526439076,0.598583171,0.999978072,69.40390731
ip6k1,-0.269558917,0.316797732,-0.850886512,0.394832398,0.999978072,223.0096943
ipmk,-0.382981872,0.337618246,-1.134363668,0.256642033,0.999978072,208.4252902
ipo11,0.253670946,0.331544786,0.76511819,0.444201169,0.999978072,243.1166918
ipo4,-0.094296441,0.275754896,-0.34195745,0.732382914,0.999978072,369.0936775
ipo5,0.051957764,0.330548093,0.157186701,0.875097709,0.999978072,580.4652527
ipo7,-0.222430523,0.271460811,-0.819383548,0.412567619,0.999978072,6050.874741
ipo8,-0.5312558,0.370943601,-1.432174053,0.152094016,0.999978072,82.933858
ipo9,0.07495149,0.320651897,0.233747222,0.815181225,0.999978072,407.7912469
iqce,-0.11353717,0.399643524,-0.284096108,0.77633673,0.999978072,80.99256019
iqgap2,-0.366949726,0.284861031,-1.288171023,0.197686436,0.999978072,2827.54676
irak4,-0.13740658,0.623704363,-0.22030723,0.82563189,0.999978072,150.3843113
ireb2,0.26755734,0.316387935,0.845662272,0.397741176,0.999978072,252.2743213
irf2,-0.000257212,0.435211138,-0.000591005,0.999528446,0.999978072,90.21216281
irf2bp2,0.204110833,0.407060516,0.501426262,0.616071161,0.999978072,376.9220181
irf6,-0.206928492,0.356186025,-0.580956236,0.56126995,0.999978072,536.4545784
irf7,-0.395972827,0.47960087,-0.825629918,0.409014058,0.999978072,103.5682809
irs2,0.235754668,0.604077394,0.39027229,0.696335211,0.999978072,79.09577394
isca1,0.05804248,0.343299581,0.169072389,0.865739703,0.999978072,157.2922084
iscu,0.15996862,0.393952523,0.406060656,0.684698033,0.999978072,193.8931358
isg20l2,-0.530767813,0.477095222,-1.112498697,0.26592379,0.999978072,67.21963419
islr2,-0.144640382,0.455940041,-0.317235533,0.75106489,0.999978072,97.51435754
isoc2,-0.157909036,0.322365139,-0.489845262,0.624243399,0.999978072,571.5183225
ist1,0.210453845,0.315601389,0.666834343,0.504877953,0.999978072,270.5016234
itfg1,0.433500965,0.312840752,1.385692119,0.165840936,0.999978072,216.3477827
itfg2,0.310158102,0.42988396,0.721492615,0.470606483,0.999978072,71.0643168
itga1,0.152406169,0.460496031,0.330960875,0.740674039,0.999978072,93.19663183
itga4,-0.044758581,0.434282832,-0.103063206,0.917912807,0.999978072,130.0034758
itga9,-0.403694462,0.439897551,-0.91770109,0.358775377,0.999978072,370.6038914
itgav,0.442749302,0.3470634,1.275701507,0.202061056,0.999978072,185.9291717
itgb1,-0.032558636,0.346056288,-0.094084798,0.925041796,0.999978072,354.163493
itgb4,0.29196343,0.456204777,0.639983281,0.522183469,0.999978072,254.649293
itih2,0.265119155,0.358648602,0.739217033,0.45977522,0.999978072,22572.5714
itih3,0.269311563,0.366301634,0.735218023,0.462206725,0.999978072,97351.96357
itih5,0.023328361,0.384198741,0.060719513,0.951582591,0.999978072,84.25723111
itm2a,0.309011304,0.351346392,0.879506125,0.379126914,0.999978072,484.9985014
itpa,0.550794783,0.435021463,1.266132433,0.205465673,0.999978072,78.71954585
itpka,0.288350761,0.467216561,0.617167253,0.537124413,0.999978072,270.3161438
