Gene,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean
LOC109630793,1.288367524,0.578205809,2.228216153,0.025866104,0.75577364,2802.953182
irak3,1.05799383,0.474841275,2.228099968,0.025873849,0.75577364,239.1943118
LOC109628416,0.849325327,0.38188674,2.224024137,0.02614682,0.759811226,141.8323929
LOC109632546,0.964885563,0.435617299,2.214984495,0.026761129,0.759811226,293.8891193
LOC109637555,1.906581573,0.858295686,2.221357516,0.026326756,0.759811226,121.3373112
LOC109645913,-0.733628326,0.33127674,-2.214548251,0.026791087,0.759811226,736.479576
akap12,1.224642441,0.552483673,2.216612909,0.026649555,0.759811226,210.3436848
cdc37,1.054082758,0.476064219,2.214160857,0.026817715,0.759811226,680.9772872
fam76b,-0.847862048,0.381533665,-2.222247012,0.026266617,0.759811226,146.7707304
fkbp8,1.275037487,0.575257182,2.216465134,0.026659663,0.759811226,530.2363276
hif1an,0.980014116,0.442892471,2.212758583,0.026914294,0.759811226,321.4024971
map4k5,0.688329628,0.310198231,2.218999205,0.026486779,0.759811226,800.6002885
prpf31,-0.886717488,0.400583457,-2.213564923,0.026858723,0.759811226,87.83232328
LOC109630344,-0.802102334,0.363414133,-2.207130274,0.027304959,0.761824333,580.5185269
ero1a,1.489832094,0.674662126,2.208264013,0.027225874,0.761824333,65.64002899
rreb1,0.890604848,0.403327298,2.208144232,0.02723422,0.761824333,205.7407188
shmt2,-0.607284471,0.274881061,-2.209262691,0.027156375,0.761824333,1773.181248
LOC109631194,0.787321793,0.357162519,2.204379663,0.027497655,0.762234434,252.0601135
LOC109631923,-0.934987041,0.425292989,-2.198453925,0.027916774,0.762234434,79.53364191
LOC109638115,-0.822993717,0.37426548,-2.198957051,0.027880976,0.762234434,674.8737891
LOC109638173,-1.039538905,0.472552099,-2.199839776,0.027818265,0.762234434,768.9329501
LOC109639799,1.650913472,0.748938101,2.20433901,0.027500511,0.762234434,372.8327546
LOC109641235,0.822221678,0.373749164,2.199929141,0.027811923,0.762234434,131.4643172
arid3b,0.986704522,0.448937691,2.197865188,0.027958714,0.762234434,95.18564592
tab2,-0.677991147,0.30824291,-2.199535249,0.027839886,0.762234434,292.3209852
LOC109626081,0.613599427,0.279770805,2.193221794,0.028291403,0.769107032,374.5972978
LOC109636914,1.511484342,0.690505013,2.188954916,0.028600117,0.771987307,87.79641532
LOC109639378,3.079997005,1.406569931,2.189721916,0.028544411,0.771987307,236.9980338
get4,-0.815948268,0.372850555,-2.188405669,0.028640066,0.771987307,317.5656122
LOC109632912,1.214155441,0.557146411,2.179239452,0.029313885,0.773589775,174.4919433
LOC109638719,1.249569074,0.57366061,2.178237537,0.029388357,0.773589775,174.8823974
LOC109639589,1.041512775,0.478265059,2.177689454,0.029429165,0.773589775,148.2592713
LOC109646362,1.063281485,0.487238351,2.182261479,0.02909024,0.773589775,64.10247687
cunh18orf8,0.828446797,0.379993878,2.180158274,0.029245731,0.773589775,157.4671421
il15ra,1.189247504,0.545803965,2.178891288,0.029339745,0.773589775,95.53509652
neu1,0.683557416,0.312981325,2.184019812,0.028960792,0.773589775,719.3398966
rin2,-0.751882596,0.344258857,-2.184061732,0.028957712,0.773589775,129.1565068
zpr1,1.402557131,0.64390271,2.178212808,0.029390197,0.773589775,774.8888078
limch1,-0.907948195,0.417231546,-2.176125473,0.02954588,0.77452413,135.0248644
cisd2,1.364132337,0.62835804,2.170947534,0.029935139,0.782578335,167.3371102
LOC109635084,1.649081862,0.760717307,2.167798534,0.030174018,0.786667989,94.61649508
bcap29,1.009197738,0.46601365,2.165596946,0.030342,0.786748272,189.6766116
rbm28,-0.858929869,0.396447866,-2.166564489,0.030268078,0.786748272,155.918369
LOC109642432,1.240839463,0.573351243,2.164187274,0.03044998,0.787408414,81.34124996
LOC109645295,-1.147014425,0.530314092,-2.16289637,0.030549151,0.787837835,126.7918631
cacybp,1.353301649,0.627243003,2.157539649,0.030963641,0.792104732,470.7747674
fosl2,1.448562888,0.671308233,2.15782083,0.030941765,0.792104732,383.8966995
plod1,1.323832598,0.613521792,2.1577597,0.03094652,0.792104732,411.5418609
dtd1,-0.81554353,0.378398238,-2.155251922,0.031142126,0.794540547,94.9968673
LOC109628538,1.145414609,0.531924327,2.153341277,0.031291867,0.795989568,203.7493022
LOC109642048,0.902014327,0.420652638,2.1443211,0.032007167,0.795989568,387.0540451
LOC109645554,0.78903172,0.366909417,2.150480973,0.031517189,0.795989568,248.2005045
LOC109648136,1.766652354,0.822874326,2.146928513,0.031798973,0.795989568,79.52446819
angptl6,0.818303816,0.381635922,2.144200187,0.03201685,0.795989568,278.9267656
cebpd,2.935361625,1.368481527,2.144977164,0.031954673,0.795989568,897.1732204
kiaa0513,0.886175221,0.412255095,2.149579791,0.031588468,0.795989568,115.8379812
pir,0.744471019,0.347235081,2.143997138,0.032033116,0.795989568,249.8650134
rnf157,0.774055446,0.360822929,2.14525016,0.031932851,0.795989568,90.72339629
tbc1d2b,0.776585124,0.3612976,2.149433388,0.031600061,0.795989568,270.0345561
hspb8,1.27016618,0.593023571,2.141847713,0.032205739,0.798200408,2650.946881
plekha6,-0.910954896,0.425659066,-2.140104533,0.03234632,0.799607731,486.4254111
nuak1,0.969539551,0.453261823,2.139027605,0.032433433,0.799689446,218.5928381
LOC109629974,0.950881394,0.444961441,2.136997293,0.032598212,0.801680765,229.0599433
bmpr1b,-0.979085776,0.459159825,-2.132341995,0.032978742,0.805921167,89.21478131
gmcl1,1.337682122,0.627084838,2.133175674,0.032910318,0.805921167,85.07404957
hopx,0.75566387,0.354473684,2.131791173,0.033024018,0.805921167,287.7942889
LOC109629892,1.456206126,0.684775057,2.126546683,0.033457767,0.810786925,112.3909301
LOC109638441,1.119390705,0.52636384,2.126648185,0.033449326,0.810786925,301.2054775
eral1,-0.987935739,0.464626755,-2.126299718,0.033478312,0.810786925,112.7866367
LOC109637415,1.474847805,0.694348976,2.124072845,0.033664053,0.813221245,103.4414916
LOC109635165,-0.652944507,0.307599105,-2.122712635,0.03377794,0.813911868,1977.932119
LOC109644621,1.180694628,0.557195368,2.118995771,0.034090824,0.819381979,220.6046284
ethe1,0.897248932,0.423648087,2.117910973,0.034182608,0.819523736,746.6550818
lrpap1,0.799136708,0.378109702,2.113504899,0.034557576,0.826437071,283.7420332
LOC109626377,1.092597923,0.517306761,2.112089009,0.034678816,0.827216541,195.0435569
LOC109632004,-0.704930808,0.335025291,-2.10411222,0.035368659,0.827216541,215.8862915
LOC109635853,0.575791263,0.273384297,2.106160703,0.035190395,0.827216541,966.4198966
LOC109636466,-0.889545293,0.422395832,-2.10595187,0.035208533,0.827216541,98.45606082
LOC109642756,1.018271037,0.48363186,2.105467242,0.035250656,0.827216541,279.7003459
LOC109644869,3.108094772,1.472804292,2.110324358,0.034830427,0.827216541,675.3973685
dusp1,3.39593856,1.614095417,2.103926771,0.035384835,0.827216541,2414.229587
pparg,-1.158507317,0.549187275,-2.109494102,0.034901955,0.827216541,142.3718467
sf1,-0.798938193,0.380065178,-2.102108375,0.035543783,0.827216541,331.5324181
sod3,0.943412064,0.448760226,2.102263101,0.035530235,0.827216541,272.9243628
zfand5,1.218953766,0.579789422,2.102407736,0.035517574,0.827216541,637.0944273
LOC109627299,-1.274731092,0.607391272,-2.098698402,0.035843496,0.831925925,127.7097624
LOC109644193,0.832363681,0.396852267,2.097414454,0.035956903,0.831925925,293.8264802
chordc1,1.402953808,0.669079874,2.096840546,0.036007693,0.831925925,180.5493966
LOC109632284,1.556739219,0.744773363,2.09021871,0.036598158,0.843525651,66.63579428
LOC109623955,-0.834960049,0.406324295,-2.054910475,0.039887653,0.843988224,116.9217057
LOC109626040,0.793633006,0.382891553,2.072735738,0.03819688,0.843988224,107.3858453
LOC109626262,-0.879305405,0.425108282,-2.068426899,0.038599898,0.843988224,180.5081738
LOC109627820,-1.27733475,0.613188129,-2.083104173,0.037241729,0.843988224,81.12607567
LOC109629270,1.355351795,0.654524913,2.070741341,0.038382975,0.843988224,234.8267889
LOC109631139,1.264493141,0.613275339,2.061868564,0.039220251,0.843988224,324.5478603
LOC109631361,-0.657851651,0.316973225,-2.075417097,0.037947895,0.843988224,281.7763799
LOC109631479,3.455956915,1.671758691,2.067258232,0.038709828,0.843988224,3347.483844
LOC109633076,1.485610244,0.723643655,2.052958295,0.040076622,0.843988224,102.1633286
LOC109635205,-1.030917436,0.497236154,-2.073295409,0.038144796,0.843988224,124.9120884
LOC109635217,-1.004107014,0.491389325,-2.043404205,0.041012442,0.843988224,106.484756
LOC109635604,1.260935599,0.617009744,2.043623478,0.040990758,0.843988224,837.0175499
LOC109636139,0.801100938,0.387970359,2.06485088,0.038937112,0.843988224,132.9801971
LOC109636212,1.493297121,0.729421688,2.04723433,0.040635082,0.843988224,72.00717545
LOC109636379,0.670970586,0.323427859,2.074560268,0.038027308,0.843988224,295.3563261
LOC109638902,0.849722631,0.410083723,2.0720711,0.038258811,0.843988224,193.3902936
LOC109638945,-0.575901111,0.279371946,-2.061413533,0.039263605,0.843988224,551.1521127
LOC109640266,1.415444409,0.68544095,2.065012908,0.038921779,0.843988224,69.03586645
LOC109640373,1.073592972,0.525467819,2.043118404,0.041040719,0.843988224,209.4947993
LOC109642824,0.653065479,0.31478996,2.074607079,0.038022965,0.843988224,200.8728039
LOC109643534,0.785187177,0.381360317,2.05891159,0.039502709,0.843988224,151.6001219
LOC109644047,0.932683692,0.455121526,2.049306919,0.040432113,0.843988224,96.6122566
LOC109644412,-0.756483785,0.368492761,-2.052913556,0.040080962,0.843988224,140.958804
LOC109646039,0.787829136,0.38455298,2.048688156,0.040492618,0.843988224,80.52121213
adm,1.38310146,0.671626582,2.05933103,0.039462538,0.843988224,319.6764904
arid4b,-0.840600438,0.403319627,-2.084204142,0.037141602,0.843988224,165.9842629
atg14,-0.980304853,0.479232275,-2.045573523,0.040798349,0.843988224,67.52005217
ddx10,1.366219418,0.655985178,2.082698609,0.037278704,0.843988224,121.0988627
dis3l2,-0.867903885,0.416588324,-2.083361042,0.037218326,0.843988224,132.7375502
dpy19l3,0.870985694,0.421077682,2.068467963,0.03859604,0.843988224,254.4795986
fam107b,0.627760814,0.304313056,2.062878348,0.039124188,0.843988224,456.4472401
fbxo32,1.414832943,0.69084589,2.047971862,0.040562757,0.843988224,86.88899436
gtf2f1,-1.294669172,0.622973219,-2.078209999,0.037690022,0.843988224,86.1130487
hemgn,-0.800172777,0.384907564,-2.078869973,0.037629303,0.843988224,321.3775225
igf2,-0.884572928,0.428997587,-2.061953155,0.039212196,0.843988224,952.0856548
kpna6,1.2873841,0.629308943,2.045710799,0.040784833,0.843988224,569.5589385
med21,1.149041625,0.558217358,2.05841257,0.039550546,0.843988224,81.62441201
mknk2,2.430685401,1.17129407,2.075213615,0.037966741,0.843988224,14310.98777
pgpep1,1.241407139,0.607600882,2.043129257,0.041039644,0.843988224,98.74564251
phf13,1.094224709,0.5308343,2.061330079,0.039271561,0.843988224,167.426356
rbmx,0.718466214,0.344271078,2.08692005,0.036895362,0.843988224,254.572846
rhoq,-0.796345199,0.384720785,-2.069930269,0.038458875,0.843988224,110.4607579
sema7a,0.964614313,0.469984176,2.052439982,0.040126922,0.843988224,123.7090182
slc39a13,1.557236236,0.748628106,2.080119921,0.037514535,0.843988224,112.2734593
sp1,-1.057738421,0.514199027,-2.057060331,0.039680423,0.843988224,124.4250985
tacc1,0.877806648,0.429515883,2.043711728,0.040982034,0.843988224,65.98662573
tns3,0.708976386,0.344980713,2.055118905,0.039867521,0.843988224,491.9394486
usp42,0.761857385,0.37030924,2.05735451,0.039652137,0.843988224,90.12436491
xpnpep3,0.913807028,0.443760012,2.05923698,0.039471542,0.843988224,171.1476202
zcchc17,-0.797415284,0.383717025,-2.078133711,0.037697046,0.843988224,90.64397397
LOC109629468,3.907366941,1.913679384,2.041808557,0.041170525,0.844836883,132.1677373
LOC109642053,5.415402771,2.653977604,2.040485482,0.041301996,0.845451585,219.1504027
LOC109644936,1.157985715,0.567716485,2.039725365,0.041377687,0.845451585,286.7044751
LOC109627464,0.965603832,0.474269006,2.035983416,0.041752021,0.846495838,1334.520205
LOC109631327,3.056316198,1.506533892,2.028707229,0.042488119,0.846495838,359.2303317
LOC109632283,1.040568897,0.512139274,2.031808437,0.042173053,0.846495838,344.6206993
LOC109635784,-0.919069317,0.45289283,-2.029330684,0.04242462,0.846495838,172.4901285
LOC109643393,-0.650363433,0.321325061,-2.024004702,0.042969668,0.846495838,242.7362838
LOC109645933,1.130239121,0.557059203,2.028938963,0.042464508,0.846495838,145.5601444
cdc42ep5,0.893284334,0.442026494,2.020884146,0.043291759,0.846495838,226.2730486
cdk7,-0.721630438,0.35471446,-2.034398144,0.041911469,0.846495838,116.454324
fam3a,0.695220518,0.34396997,2.021166319,0.043262551,0.846495838,205.2940137
fam83c,-0.698857802,0.345650018,-2.021865369,0.043190262,0.846495838,124.2252678
flt4,-1.005098179,0.494825308,-2.031218215,0.042232863,0.846495838,113.2425576
ier2,2.945274399,1.454552388,2.024866498,0.042881075,0.846495838,588.3145428
plekhb2,1.237335379,0.611015881,2.025046186,0.042862622,0.846495838,239.800048
qprt,-0.769946039,0.378986152,-2.031594124,0.042194762,0.846495838,134.1367849
rab11fip3,0.831822841,0.411154607,2.023138807,0.043058839,0.846495838,139.8941291
slc38a7,0.985036199,0.485988102,2.026873073,0.042675395,0.846495838,94.21252653
snrpa1,-0.879195221,0.433233158,-2.029381188,0.04241948,0.846495838,119.268988
snu13,-0.929611438,0.456338052,-2.03711138,0.041638882,0.846495838,85.28806839
tox3,-0.874029617,0.430864633,-2.028548066,0.042504343,0.846495838,141.2883623
utp3,-1.058388424,0.520152958,-2.034763831,0.041874642,0.846495838,82.62595115
vps37a,1.124432144,0.555217306,2.025210905,0.042845712,0.846495838,354.0244052
LOC109630583,-0.740648146,0.367398002,-2.015928613,0.043807441,0.847891689,194.3286451
LOC109632826,1.328342383,0.658713307,2.016571352,0.043740265,0.847891689,879.0835808
ctu1,1.349436587,0.668654274,2.018137982,0.043576893,0.847891689,74.52507753
pex5,-0.667399719,0.33078581,-2.01761895,0.043630962,0.847891689,390.9104758
traf6,1.056157133,0.523286269,2.018316161,0.043558345,0.847891689,76.88599914
LOC109645288,2.233236912,1.110049061,2.011836226,0.044237204,0.852750302,8071.119363
bloc1s1,0.781749637,0.38855687,2.011931063,0.044227204,0.852750302,196.5679413
LOC109625884,1.022830673,0.50911975,2.009017864,0.044535239,0.853674607,107.1073259
LOC109629159,0.803531283,0.399996607,2.008845248,0.044553548,0.853674607,310.914846
LOC109631360,1.221653721,0.608035339,2.009182103,0.044517825,0.853674607,495.1001255
LOC109628182,0.918003402,0.458992254,2.000041165,0.045495819,0.857711622,130.6097827
LOC109629901,-0.804564972,0.402218543,-2.000317949,0.045465942,0.857711622,168.0408453
LOC109635977,0.589905636,0.294821578,2.000890303,0.045404213,0.857711622,422.7214235
LOC109635986,-0.945523287,0.472616409,-2.000614599,0.045433939,0.857711622,80.02795371
LOC109636442,0.886550028,0.442443106,2.003760519,0.04509572,0.857711622,77.65064994
LOC109646402,0.877493585,0.43829165,2.002076895,0.045276462,0.857711622,1319.832267
dnajc12,-0.760461372,0.379814957,-2.002189112,0.045264396,0.857711622,1387.877686
edrf1,2.687600771,1.341922885,2.002798224,0.045198951,0.857711622,542.4611884
g6pc,1.255476946,0.627950501,1.9993247,0.045573233,0.857711622,3300.070623
LOC109633612,0.802071752,0.402720975,1.991631432,0.046411512,0.863747095,140.4287696
LOC109639639,-0.575559178,0.289142082,-1.990575617,0.046527563,0.863747095,423.0500437
dram2,0.737076724,0.370260633,1.990696982,0.046514211,0.863747095,158.1010083
erbb4,0.673764825,0.338189884,1.992267824,0.04634168,0.863747095,162.581085
ggcx,0.582364506,0.292164599,1.99327539,0.0462313,0.863747095,2866.438571
nrarp,0.663812471,0.333437978,1.990812426,0.046501513,0.863747095,205.694137
zbtb11,1.016677615,0.5099038,1.993861618,0.046167179,0.863747095,148.5370948
bag2,3.775967734,1.897722854,1.989736133,0.04662001,0.86378279,146.0331512
ankrd9,0.778302238,0.391424213,1.988385519,0.046769069,0.864865227,76.20479854
LOC109628814,1.134136152,0.571796977,1.983459511,0.047316125,0.867684783,426.3775345
coq10b,2.218964003,1.119955754,1.981296132,0.047558074,0.867684783,791.7684208
pdxp,1.072537045,0.540158096,1.985598388,0.047077936,0.867684783,140.4247463
tcf20,-0.824549632,0.415488456,-1.984530786,0.0471967,0.867684783,242.6022522
uba2,1.02672811,0.517814077,1.98281228,0.047388402,0.867684783,286.3872558
vegfa,0.902855219,0.454774682,1.985280305,0.047113294,0.867684783,574.7849262
znf827,-0.712916376,0.359741643,-1.981745481,0.047507734,0.867684783,150.676733
LOC109646147,-1.03158125,0.521042207,-1.979842011,0.047721284,0.869000941,100.4154911
LOC109641320,0.857087707,0.433350664,1.977815609,0.047949512,0.870201954,1224.066541
LOC109642292,1.001727574,0.506527434,1.977637356,0.047969632,0.870201954,126.5441748
gemin8,-0.930256222,0.470815581,-1.975839926,0.04817291,0.87223132,89.22063634
LOC109624218,-1.133322674,0.57480845,-1.971652773,0.048649258,0.874307441,111.2513024
LOC109639158,-0.668303852,0.338802612,-1.972546342,0.048547271,0.874307441,469.4258752
csdc2,1.855226236,0.941337422,1.970840842,0.048742083,0.874307441,101.8353367
ndel1,1.10225802,0.559292115,1.970809153,0.048745709,0.874307441,124.0642845
rbp5,-0.60713219,0.307660384,-1.973384358,0.048451788,0.874307441,644.1900523
LOC109624533,-0.698864087,0.354817978,-1.969641144,0.048879513,0.874636944,109.6025201
LOC109628568,-1.07035326,0.543588795,-1.969049528,0.048947404,0.874636944,91.68512821
LOC109630377,0.823719966,0.418567298,1.967951079,0.049073667,0.875254072,1605.93536
hdac3,-0.945724893,0.481195216,-1.965366366,0.049371849,0.877292712,87.92232781
mgll,-0.640008063,0.325626781,-1.965465067,0.049360435,0.877292712,1856.669602
LOC109628599,-0.662937942,0.337527344,-1.964101436,0.04951833,0.878260041,208.4395991
LOC109628111,1.21994416,0.621479135,1.962968813,0.049649798,0.878958019,75.63819221
mrpl57,-0.860328821,0.43876137,-1.960812594,0.049900888,0.881767179,72.11299994
LOC109629867,1.321397229,0.674689008,1.958527875,0.050168103,0.884850357,78.98376184
LOC109646344,0.970078118,0.496269666,1.954739903,0.050613778,0.89106396,87.61536862
LOC109635887,2.214434608,1.135734261,1.949782343,0.051202067,0.898166419,621.8115548
LOC109636757,1.038896262,0.533050209,1.948965113,0.051299591,0.898166419,72.58450867
